도서관명,구명,주소,위도,경도
구로5동도서관,구로구,서울특별시 구로구 구로중앙로28길 66 구로5동주민센터,37.50010536,126.8893397
구로구근로자복지센터작은도서관,구로구,서울특별시 구로구 디지털로242 한화비즈메트로 203호 213호,37.48081222,126.8926785
구로기적의도서관,구로구,서울특별시 구로구 구로중앙로40길 24(신도림동),37.50673545,126.877376
구로꿈나무도서관,구로구,서울특별시 구로구 구로동로26길 54 2층 (구로구시설관리공단),37.50622215,126.8920012
궁동어린이도서관,구로구,서울특별시 구로구 오리로 1352,37.50531416,126.8928724
그래그래작은도서관,구로구,서울특별시 구로구 구일로8길 131 ,37.49854338,126.8767532
글로벌나눔도서관,구로구,서울특별시 구로구 경인로 619-30 3층,37.50687303,126.8844852
글마루한옥어린이도서관,구로구,서울특별시 구로구 고척로27바길 7,37.50692111,126.8456405
글초롱작은도서관,구로구,서울특별시 구로구 오리로 1102-10 천왕연지타운2단지 관리동 ,37.48393872,126.8431745
금강수목원아파트작은도서관,구로구,서울특별시 구로구 오리로 1197 관리사무소 건물 2층,37.48852245,126.8327814
길숲도서관,구로구,서울특별시 구로구 신도림로 3길 19 새서울교회,37.50770108,126.8784577
꿈꾸는SH작은도서관,구로구,서울특별시 구로구 연동로 234 하버라인 2단지 1층,37.4823292,126.8200105
꿈꾸는언덕작은도서관(천왕1단지),구로구,서울특별시 구로구 천왕로 91 천왕이펜하우스1단지 천왕이펜하우스 1단지 104동 지하층 관리사무소 옆,37.48605558,126.8376898
꿈꾸는작은도서관(구로),구로구,서울특별시 구로구 도림로 20길 40 ,37.4884005,126.8913081
꿈마루작은도서관,구로구,서울특별시 구로구 구로중앙로28다길 5 대신교회 2층,37.50068547,126.888869
꿈마을도서관,구로구,서울특별시 구로구 디지털로27다길 65,37.48714477,126.8901557
꿈터작은도서관(천왕이펜6단지),구로구,서울특별시 구로구 천왕로 9 천왕이펜하우스 6단지 ,37.47850742,126.8422493
담쟁이넝쿨도서관,구로구,서울특별시 구로구 개봉로11길 35-9 영문교회 이심전심마을회관 내,37.48753624,126.8542013
도담도담작은도서관,구로구,서울특별시 구로구 경인로8길 75 삼천리APT 상가 3층 ,37.49249364,126.8399385
도토리SH작은도서관,구로구,서울특별시 구로구 연동로 191-5 하버라인 11단지 1층,37.4779004,126.8202586
둘레길작은도서관(천왕4단지),구로구,서울특별시 구로구 천왕로 29 408 (천왕이펜하우스4단지) 408동 1층,37.48080242,126.838595
따뜻한마음작은도서관(구 코딱지도서관),구로구,서울특별시 구로구 신도림로11길8 4층 코딱지도서관 ,37.5083255,126.8778689
로아스페이스,구로구,서울특별시 구로구 새말로 31 롯데구로아파트 상가 205호206호 ,37.50315618,126.8847208
로즈빌도서관,구로구,서울특별시 구로구 경인로 343 (삼환로즈빌) 관리사무소건물 2층,37.49752104,126.8581477
마중물도서관,구로구,서울특별시 구로구 부일로 853 2층(양곡빌딩) 대흥상가 3층,37.49224488,126.8218625
몽당연필도서관,구로구,서울특별시 구로구 오리로20길 32 평화의교회 평화의 교회,37.4974904,126.8312889
미소누리작은도서관,구로구,서울특별시 구로구 구로중앙로28길 31 지하102호 성화빌딩 지하 102호,37.50105375,126.8866578
배고픈사자,구로구,서울특별시 구로구 구로동로38길 10 2층 3층,37.49467458,126.8834512
별빛맞이SH작은도서관,구로구,서울특별시 구로구 서해안로 2036 ,37.47563834,126.8186953
사랑나무작은도서관,구로구,서울특별시 구로구 경인로3길 97 대흥빌라 3동 105호,37.4909066,126.8200705
새광명도서관,구로구,서울특별시 구로구 개봉로18길 39 새광명교회 ,37.49079345,126.858119
서남작은도서관,구로구,서울특별시 구로구 부일로11길 32 (대주빌라) 서남교회,37.49465064,126.8316147
서울가든빌라도서관,구로구,서울특별시 구로구 경인로 83 (서울가든빌라) 관리사무소건물 2층,37.49252844,126.831493
서울남문고,구로구,서울특별시 구로구 구로동로17길 37-4 서울남교회 ,37.50472904,126.893335
서울특별시교육청고척도서관,구로구,서울특별시 구로구 고척로45길 31,37.50534626,126.8530515
서울특별시교육청구로도서관,구로구,서울특별시 구로구 공원로 15,37.49867236,126.8911162
수궁동도서관,구로구,서울특별시 구로구 오리로15길 32 수궁동주민센터 수궁동주민센터,37.49389273,126.8314773
숲속SH작은도서관,구로구,서울특별시 구로구 항동로 43 항동하버라인3단지,37.4805522,126.821666
신도림3차 동아아파트 작은도서관,구로구,서울특별시 구로구 신도림로 78 관리사무소 2층,37.5095225,126.8820009
신도림4차마을문고,구로구,서울특별시 구로구 경인로65길 16-15 신도림4차 e편한세상 관리실 옆,37.5106111,126.884698
신도림동새마을작은도서관,구로구,서울특별시 구로구 신도림로 40 신도림동주민센터 신도림동 주민자치센터 2층,37.5076945,126.8785058
신도림어린이영어작은도서관,구로구,서울특별시 구로구 신도림로 40 신도림동주민센터 신도림동주민센터2층,37.5076945,126.8785058
신도림월드메르디앙,구로구,서울특별시 구로구 신도림로 65 ,37.5095202,126.8798584
신도림현대도서관,구로구,서울특별시 구로구 새말로9길 45 (신도림현대아파트) ,37.50518161,126.886385
아름도서관,구로구,서울특별시 구로구 부일로9길 127 온수힐스테이트 ,37.49603347,126.8217901
에델도서관,구로구,서울특별시 구로구 천왕로 47 에델마을 복지회관,37.48124944,126.8379415
연지타운1단지작은도서관,구로구,서울특별시 구로구 오류로 30 천왕연지타운1단지 103동 1층 103동 1층,37.48728188,126.8403986
열린숲작은도서관,구로구,서울특별시 구로구 디지털로33길 27(구로동) 삼성IT밸리 1층(삼성아이티밸리),37.48605841,126.8946698
예샘작은도서관,구로구,서울특별시 구로구 구로중앙로6길 40 3층 ,37.5002117,126.8658983
오류1동도서관,구로구,서울특별시 구로구 경인로 221 오류1동주민센터 2층(3층),37.49708019,126.8451579
오류2동도서관,구로구,서울특별시 구로구 오리로 10길 44-5 오류2동주민센터 ,37.48868891,126.8393378
오류도서관,구로구,서울특별시 구로구 경인로19길 29-4,37.4971852,126.8401143
오류동제일교회작은도서관,구로구,서울특별시 구로구 오류로8나길 9-5 1층,37.49070017,126.8419819
오류문고,구로구,서울특별시 구로구 경인로8길 75 삼천리아파트 ,37.49249364,126.8399385
온누리도서관,구로구,서울특별시 구로구 구로중앙로27나길 9 4층 (구로초등학교 온누리관),37.49751199,126.8854812
옹달샘작은도서관,구로구,서울특별시 구로구 천왕로 56(천왕동 천왕이펜하우스3단지),37.5318233,126.854486
은성도서관,구로구,서울특별시 구로구 고척로23길 20 은성교회 ,37.50274653,126.8464272
이니텍도서관,구로구,서울특별시 구로구 벚꽃로 484 화원종합사회복지관 3층,37.49732865,126.8801331
이룸작은도서관,구로구,서울특별시 구로구 고척로 33길 48 ,37.50479396,126.848501
중앙하이츠도서관,구로구,서울특별시 구로구 구로동로47길 24 구로중앙하이츠아파트 복지관 2층 ,37.5013536,126.8920189
지혜의숲작은도서관,구로구,서울특별시 구로구 구로동로205,37.49700282,126.8822513
참새소풍작은도서관(천왕2단지),구로구,서울특별시 구로구 천왕로 92 천왕이펜하우스2단지 천왕이펜하우스 203동 1층 ,37.48454796,126.8392817
책향기작은도서관,구로구,서울특별시 구로구 고척로 18길 92 오류동 감리교회 별관,37.55312086,126.8331803
천왕7단지작은도서관,구로구,서울특별시 구로구 천왕로21 701동 1층 701동 1층,37.47917844,126.838931
천왕마을작은도서관,구로구,서울특별시 구로구 천왕로36 센타프라자 306호,37.4811855,126.8378564
카페함크작은도서관,구로구,서울특별시 구로구 고척로141 2층,37.5027908,126.8472543
코비나작은도서관,구로구,서울특별시 구로구 가마산로26길 27 201호 ,37.49510106,126.891824
쿵짝쿵짝공작소작은도서관,구로구,서울특별시 구로구 부일로17길 24-3 (궁동)지층,37.49442834,126.8343402
큐브북카페,구로구,서울특별시 구로구 경인로 662 B동 30층 (디큐브시티) ,37.50882112,126.8892779
큰숲글터작은도서관,구로구,서울특별시 구로구 신도림로87 동아1차아파트 상가 지층,37.5110588,126.8805732
파크푸르지오도서관,구로구,서울특별시 구로구 중앙로 121 105동(고척파크푸르지오) ,37.5077498,126.8586866
포도나무문고,구로구,서울특별시 구로구 오류로 53 초원교회,37.4896618,126.8374837
푸른꿈북카페,구로구,서울특별시 구로구 공원로8길 30 신성교회 ,37.50273928,126.8912402
푸른꿈작은도서관,구로구,서울특별시 성북구 삼선교로 59-1(삼선동 4가) 은광교회,37.48730413,126.889598
하나비전센터작은도서관,구로구,서울특별시 구로구 구로동로8길 7 하나비전센터작은도서관,37.50580634,126.8903579
하늘도서관,구로구,서울특별시 구로구 구로동로13길 68,37.50531416,126.8928724
하늘마루작은도서관(천왕5단지),구로구,서울특별시 구로구 천왕로 10 천왕이펜하우스5단지 천왕이펜하우스 5단지 504동 1층 ,37.47957923,126.8416999
한국산업기술시험원도서관,구로구,서울특별시 구로구 디지털로26길 87,37.48167016,126.8969618
한우리독서문화원,구로구,서울특별시 구로구 개봉로24길 29 원진연립 금석빌딩 202호 ,37.49637305,126.8585909
행복한작은도서관,구로구,서울특별시 구로구 개봉로12길 42 (개봉동) 2층,37.48953116,126.8570184
흥부네작은도서관,구로구,서울특별시 구로구 고척로1길 30 흥부네작은도서관,37.49497315,126.8390654
금천구립가산도서관,금천구,서울특별시 금천구 가산로5길 43,37.47349155,126.8921299
금천구립금나래도서관,금천구,서울특별시 금천구 시흥대로73길 70,37.45690514,126.8953686
금천구립독산도서관,금천구,서울특별시 금천구 독산로54길 114,37.4675797,126.908105
금천구립시흥도서관,금천구,서울특별시 금천구 금하로 764(시흥동) 금천종합복지타운(시흥2동주민센터),37.44963042,126.9146113
길빛작은도서관,금천구,서울특별시 금천구 독산로 16 (시흥동) 새부대교회,37.4487939,126.902601
꿈꾸는작은도서관,금천구,서울특별시 금천구 시흥대로12길 45 2층,37.4392969,126.9035813
꿈씨어린이작은도서관,금천구,서울특별시 금천구 독산로 232 독산4동주민센터 2층,37.46755324,126.9021683
나누리작은도서관,금천구,서울특별시 은평구 진관1로 55 (진관동 은평뉴타운 마고정) 301호,37.45309891,126.9089166
도란도란작은도서관,금천구,서울특별시 노원구 동일로 186길 3-24 공릉1동주민센터 ,37.45898011,126.9061848
롯데캐슬1차작은도서관,금천구,서울특별시 금천구 벚꽃로40 ,37.45911886,126.8953296
맑은누리작은도서관,금천구,서울특별시 금천구 시흥대로58길 36 시흥1동주민센터 5층 ,37.4535504,126.90325
미래향기작은도서관,금천구,서울특별시 금천구 독산로179 독산2동주민센터 1층 ,37.4631499,126.9034839
산돌어린이도서관,금천구,서울특별시 금천구 시흥대로75길 12 산돌문화센터 2층 ,37.45760105,126.8983827
샘솟는작은도서관,금천구,서울특별시 금천구 독산로64길 15 (독산동) 샘솟는화평교회 ,37.46522963,126.9034349
소망의나무어린이작은도서관,금천구,서울특별시 금천구 금하로 11길 14 시흥장로교회,37.45455142,126.9037967
와서작은도서관,금천구,서울특별시 벚꽃로56길 62 B01,37.46494502,126.8940183
우리울작은도서관,금천구,서울특별시 금천구 범안로12가길 49 (독산동) 샘물교회 2층 ,37.45229932,126.9137506
은행나무어린이도서관,금천구,서울특별시 금천구 탑골로 43-8 1층,37.49700282,126.8822513
지혜의숲작은도서관,금천구,서울특별시 서초구 청계산로7길 43 서초포레스타5단지 503동 2층,37.49700282,126.8822513
참새작은도서관,금천구,서울특별시 금천구 한내로 69-15 (주공13단지아파트) 금천한내종합복지관 3층,37.4574952,126.8878808
책달샘숲속작은도서관,금천구,서울특별시 금천구 독산동 373 감로천생태공원 내 ,37.4696109,126.9057318
책이든거리작은도서관,금천구,서울특별시 금천구 범안로 1130 독산역2번출구앞 ,37.46552072,126.8876719
책읽는마을작은도서관,금천구,서울특별시 금천구 독산로74길 31 1층,37.46864681,126.9041046
책읽는주민사랑방작은도서관,금천구,서울특별시 금천구 금하로21길 20 시흥5동주민센터 2층 ,37.45239622,126.9083066
청개구리작은도서관,금천구,서울특별시 금천구 독산로 317 독산3동주민센터 3층 ,37.47516011,126.9031743
트리니티작은도서관,금천구,서울특별시 금천구 시흥대로 72길 13 시흥중앙성결교회 1층 ,37.45717241,126.9002906
한국대학교육협의회문헌정보실,금천구,서울특별시 금천구 서부샛길 606 대성디폴리스 A동 22~23층,37.47995321,126.877008
해오름작은도서관,금천구,서울특별시 금천구 시흥대로123길 11 독산1동 주민센터 4층,37.56665973,127.1384372
가온작은도서관,노원구,서울특별시 노원구 노원로530 상계10동주민센터 ,37.6612804,127.0602571
가재울 지혜마루 작은도서관,노원구,서울특별시 노원구 한글비석로 97 (하계1동) 에너지제로주택 주민커뮤니티동 1층,37.64056098,127.0725612
공릉청소년문화정보센터화랑도서관,노원구,서울특별시 노원구 노원로1나길 10,37.62151605,127.0830474
공릉행복발전소공릉도서관,노원구,서울특별시 노원구 동일로179길 22,37.62204715,127.0727749
국민체육진흥공단한국스포츠개발원도서관,노원구,서울특별시 노원구 화랑로 727 국민체육진흥공단 한국스포츠개발원,37.63067781,127.0972116
글빛작은도서관,노원구,서울특별시 노원구 중계로 144 민호프라자 4층 민호프라자 3층,37.64796253,127.0808329
금빛도서관,노원구,서울특별시 노원구 상계로26길 20 대동청솔아파트 상가3층 대동아파트 상가3층,37.65727748,127.0707067
꿈꾸는작은도서관,노원구,서울특별시 노원구 석계로 59 월계1동주민센터 꿈꾸는 작은도서관,37.47176041,127.0881053
노원문화원작은도서관,노원구,서울특별시 노원구 동일로 197길 24 노원문화원 2층 ,37.62880091,127.0698024
노원어린이도서관,노원구,서울특별시 노원구 한글비석로 346,37.65795038,127.07638
노원정보도서관,노원구,서울특별시 노원구 노원로34길 43,37.66109973,127.0650094
달내작은도서관,노원구,서울특별시 노원구 초안산로5길 28 월계2동주민센터,37.63251006,127.0507798
도란도란작은도서관,노원구,서울특별시 노원구 동일로 186길 3-24 공릉1동주민센터,37.45898011,126.9061848
메아리작은도서관,노원구,서울특별시 노원구 동일로217길 48 노원평생교육원 1층 ,37.65303481,127.0579938
반디작은도서관,노원구,서울특별시 노원구 동일로 227길 97 상계8동주민센터 ,37.66673107,127.0515502
북서울미술관아트도서실,노원구,서울특별시 노원구 동일로 1238,37.64066081,127.0668657
불암도서관,노원구,서울특별시 노원구 중계로 106,37.64528936,127.0825433
상계문화정보도서관,노원구,서울특별시 노원구 동일로243길 57,37.67852767,127.0519406
상계숲속작은도서관,노원구,서울특별시 노원구 동일로 227길 106 ,37.66944103,127.0504411
상계주공14단지아파트문화사랑방도서실,노원구,서울특별시 노원구 동일로228길 23 관리동 2층(상계주공14단지아파트),37.67045198,127.0574022
서울점자도서관,노원구,서울특별시 노원구 동일로 1335,37.6268348,127.077297
서울특별시교육청노원평생학습관,노원구,서울특별시 노원구 동일로204길 13,37.63953995,127.067837
수락작은도서관,노원구,서울특별시 노원구 덕릉로 859 상계34동주민센터 ,37.67291209,127.0832369
열린작은도서관,노원구,서울특별시 노원구 공릉로55길 88 하계2동주민센터 ,37.63203897,127.0679492
원더풀도서관,노원구,서울특별시 노원구 초안산로 19 큰무리교회 지하 1층 ,37.62954507,127.0541685
월계문화정보도서관,노원구,서울특별시 노원구 월계로 319,37.62863532,127.0561218
월계어린이도서관,노원구,서울특별시 월계로 42길 9 월계문화복지센터,37.62426736,127.0507933
육사작은도서관,노원구,서울특별시 노원구 화랑로 564 1층,37.62058345,127.0902071
을지대학교을지병원의학도서실,노원구,서울특별시 노원구 한글비석로 68 을지병원 도서실,37.6364895,127.0695484
인제대학교상계백병원의학도서실,노원구,서울특별시 노원구 동일로 1353 성일빌딩 5층,37.64941796,127.0615528
작고행복한청구3차도서관,노원구,서울특별시 노원구 중계로 233 청구3차아파트 관리동2층 ,37.6500505,127.0733726
중계사랑작은도서관,노원구,서울특별시 노원구 덕릉로82길 50 중계4동주민센터,37.6587571,127.0779712
중계주공10단지책과친구들,노원구,서울특별시 노워구 노원로22길 53 주공10단지아파트관리사무소 ,37.64794584,127.0730389
책누리작은도서관,노원구,서울특별시 노원구 중계로 143 중계본동주민센터 ,37.6477949,127.0802812
책사랑작은도서관,노원구,서울특별시 노원구 한글비석로 279 중계1동주민센터,37.65255189,127.0774784
책이랑친구랑작은도서관,노원구,서울특별시 노원구 노원로1길 68 공릉2동주민센터 ,37.62128738,127.0833787
초안산숲속작은도서관,노원구,서울특별시 노원구 덕릉로 60길 199 ,37.63207893,127.0444286
파랑새작은도서관,노원구,서울특별시 노원구 상계로 118 상계2동주민센터 2층,37.53097878,127.1496891
푸른숲작은도서관,노원구,서울특별시 노원구 동일로 1697 상계1동주민센터 ,37.6799248,127.054958
하늘작은도서관,노원구,서울특별시 노원구 노원로 17길 56 중계23동 주민센터 4층,37.64213007,127.0687317
하늘품작은도서관,노원구,서울특별시 노원구 상계로23다길 33 지하1층,37.65996921,127.0701066
한길문고,노원구,서울특별시 노원구 한글비석로49길 63 4층 102호,37.66140145,127.0661719
한내지혜의숲도서관,노원구,서울특별시 노원구 마들로86(월계동) 한내근린공원내,37.62358744,127.0687821
한내행복발전소 작은도서관 ,노원구,서울특별시 노원구 마들로3길 15(월계동) 한내행복발전소 ,37.6264442,127.0597204
한울문고,노원구,서울특별시 노원구 누원로 28 수락리버시티3단지 주민공동시설 수락리버시티 주민공동시설내,37.688162,127.0540801
한울작은도서관,노원구,서울특별시 노원구 한글비석로 487 상계9동주민센터 2층 ,37.66451805,127.0638167
해솔작은도서관,노원구,서울특별시 노원구 한글비석로 434 상계5동주민센터 ,37.66297913,127.0693658
향기나무도서관,노원구,서울특별시 노원로 331 노원아동복지관,37.64618165,127.0696625
김수영문학도서관,도봉구,서울특별시 도봉구 해등로32길 80 김수영문학관 3층 ,37.6598912,127.0216263
꿈을심는작은도서관,도봉구,서울특별시 도봉구 우이천로 38 라길 28-4 1층,37.65288652,127.024228
나눔플러스아름인도서관,도봉구,서울특별시 도봉구 도봉로109길 40 2층,37.64712303,127.0311208
도봉1동작은도서관,도봉구,서울특별시 도봉구 도봉로169나길 22 도봉1동 주민센터 2층,37.67869091,127.043413
도봉2동작은도서관,도봉구,서울특별시 도봉구 마들로 668 도봉2동 주민센터 2층 ,37.66967394,127.0465333
도봉기적의도서관,도봉구,서울특별시 도봉구 마들로 797,37.68080449,127.0501336
도봉문화정보도서관,도봉구,서울특별시 도봉구 덕릉로 315,37.64477544,127.0438644
도봉아이나라도서관,도봉구,서울특별시 도봉구 노해로 69길 151,37.65904725,127.0495075
둘리도서관,도봉구,서울특별시 도봉구 시루봉로1길 6,37.65243153,127.0276397
라온제나작은도서관,도봉구,서울특별시 도봉구 우이천로20길 7 지하1층,37.64098867,127.0337486
맑은샘작은도서관,도봉구,서울특별시 도봉구 도봉로 145길 69 2층,37.66455623,127.0386014
무수골도서관,도봉구,서울특별시 도봉구 도봉로 175길 10 3층,37.68298934,127.042872
반딧불이작은도서관,도봉구,서울특별시 도봉구 해등로 307(방학동 우성2차 아파트) 관리동 2층,37.67114693,127.0387304
방학1동작은도서관,도봉구,서울특별시 도봉구 방학로2길 27 방학1동 주민센터 2층 ,37.66422282,127.0406557
방학2동작은도서관,도봉구,서울특별시 도봉구 시루봉로 226 방학2동 주민센터,37.66821414,127.0350517
번창작은도서관,도봉구,서울특별시 도봉구 노해로 66길 95 지하1층,37.64714742,127.0486293
북서울중학교도서관(해오름도서관),도봉구,서울특별시 도봉구 도봉로169가길 33 해오름터 2층,37.6810801,127.0426995
북한산아이파크작은도서관,도봉구,서울특별시 도봉구 도봉로136길 28 북한산아이파크 516동 지하1층,37.65783602,127.043618
산미소작은도서관,도봉구,서울특별시 도봉구 노해로 57길 94(쌍문동) 1층,37.6551793,127.0346582
생글작은도서관,도봉구,서울특별시 도봉구 우이천로 32길 35 2층,37.64935124,127.0248408
서울특별시교육청도봉도서관,도봉구,서울특별시 도봉구 삼양로 556,37.65253218,127.0127628
솔밭작은도서관,도봉구,서울특별시 도봉구 삼양로 580 베다니교회 2층,37.65479887,127.0135521
신창영어작은도서관,도봉구,서울특별시 도봉구 덕릉로 249 3층,37.66050764,127.0393464
쌍문1동작은도서관,도봉구,서울특별시 도봉구 노해로 147 쌍문1동주민센터 2층 ,37.64803683,127.0260507
쌍문2동작은도서관,도봉구,서울특별시 도봉구 방학로3길 117 쌍문2동주민센터 7층 ,37.6580908,127.0387456
쌍문3동작은도서관,도봉구,서울특별시 도봉구 노해로44길 9 쌍문3동주민센터 2층 ,37.64898397,127.0279223
쌍문4동작은도서관,도봉구,서울특별시 도봉구 시루봉로 62-7 쌍문4동 주민센터 2층,37.65645236,127.0283979
쌍문채움도서관,도봉구,서울특별시 도봉구 우이천로 340,37.6441856,127.0294746
씨앗작은도서관,도봉구,서울특별시 도봉구 도봉로 901 부성빌딩 402호,37.68493479,127.0456997
아름다운도서관,도봉구,서울특별시 도봉구 도봉로104길 63 3층,37.49470924,127.0404834
외갓집에가자작은도서관,도봉구,서울특별시 도봉구 우이천로44길 26 B01호,37.65458079,127.0175122
지혜의등대작은도서관,도봉구,서울특별시 도봉구 도봉로 552 도봉구민회관 4층 도봉구민회관 4층,37.65383589,127.0385898
참솔도서관,도봉구,서울특별시 도봉구 시루봉로 193 2층 ,37.66666598,127.0321721
창1동작은도서관,도봉구,서울특별시 도봉구 해등로 46 창1동주민센터 2층,37.64837505,127.0438261
창2동작은도서관,도봉구,서울특별시 도봉구 덕릉로 59길 73-3 창2동주민센터 2층,37.64140627,127.0356481
창3동작은도서관,도봉구,서울특별시 도봉구 덕릉로62길 89 창3동주민센터 3층 ,37.63809071,127.042922
창4동작은도서관,도봉구,서울특별시 도봉구 노해로 390 창4동주민센터 5층 관리사무소 지하1층,37.65223421,127.0515367
창5동작은도서관,도봉구,서울특별시 도봉구 도봉로 136나길 20 창5동주민센터 3층 ,37.656334,127.0435868
초록나라도서관,도봉구,서울특별시 도봉구 도봉로181길 65-8 2층 ,37.6848287,127.0421774
키움작은도서관,도봉구,서울특별시 도봉구 삼양로144길 11 2층 ,37.65168369,127.0135555
학마을도서관,도봉구,서울특별시 도봉구 시루봉로 128,37.6621577,127.0278303
행복작은도서관,도봉구,서울특별시 도봉구 마들로 656 지하1층,37.66871632,127.0471316
&Lounge작은도서관,동대문구,서울특별시 동대문구 고산자로36길 3 경동시장 신관 2층 ,37.57925068,127.0390682
sk북카페꿈땅,동대문구,서울특별시 동대문구 사가정로 148 SK아파트 내,37.5764963,127.0582646
가톨릭대성바오로병원의학도서관,동대문구,서울특별시 동대문구 왕산로 180 가톨릭대학교 성바오로병원 별관 1층,37.5792566,127.0434914
경희의료원의학도서실,동대문구,서울특별시 동대문구 경희대로 23 정보행정동 지하 2층,37.59377356,127.0507402
광석어린이작은도서관,동대문구,서울특별시 동대문구 왕산로 26길 49 광석교회 1층 ,37.57584143,127.0367896
국립산림과학원도서관,동대문구,서울특별시 동대문구 회기로 57 국립산림과학원 임산공학연구동 1층,37.59215181,127.0444505
글놀이작은도서관,동대문구,서울특별시 동대문구 약령시로 67 2층 ,37.58303561,127.0374529
글로벌지식협력단지 도서자료관,동대문구,서울특별시 동대문구 회기로 47 글로벌지식협력단지 교육동 1층,37.59502511,127.0421726
꿈꾸는도서관,동대문구,서울특별시 양천구 신월로24길 19(신월동) ,37.57267143,127.0467838
꿈나래 작은도서관,동대문구,서울특별시 동대문구 답십리로 296(동천교회 내) ,37.5718945,127.0709718
꿈나무작은도서관,동대문구,서울특별시 동대문구 전농로4길 7 답십리교회 1층,37.56781524,127.0577193
꿈마루도서관,동대문구,서울특별시 동대문구 이문로 55 동안교회 선교센터 ,37.59231127,127.0570265
꿈사랑도서관,동대문구,서울특별시 동대문구 한천로37길 33 래미안엘파인아파트 아파트내,37.57598852,127.0644652
나들목가족도서관,동대문구,서울특별시 동대문구 안암로6 대광고 60주년 기념관 대광고 60주년 기념관 1층,37.57795461,127.0253232
다양한문화가모이는어린이도서관모두,동대문구,서울특별시 동대문구 이문로 3 5층 민족통일빌딩 5층,37.5940097,127.0583814
답십리1동아름드리작은도서관,동대문구,서울특별시 동대문구 사가정로 30 답십리1동 주민세터 3층 ,37.5718176,127.0512713
답십리2동민들레작은도서관,동대문구,서울특별시 동대문구 한천로11길 18 답십리2동주민센터 2층,37.56739923,127.0612831
동대문구답십리도서관,동대문구,서울특별시 동대문구 서울시립대로4길 75,37.57319319,127.0503606
동대문구문화회관자료정보실,동대문구,서울특별시 동대문구 답십리로 210-9 동대문구문화회관 ,37.57179682,127.0637642
동대문구정보화도서관,동대문구,서울특별시 동대문구 회기로10길 60,37.58996904,127.0472892
둥그레문고,동대문구,서울특별시 동대문구 장안벚꽃로1길 7 장안힐스테이트 관리동 지층,37.57650997,127.0761842
래미안위브 작은도서관,동대문구,서울특별시 동대문구 답십리로 130 ,37.5748906,127.0506612
루씨 작은도서관,동대문구,서울특별시 동대문구 회기로18길 8(룻교회) 1층,37.5909561,127.0500384
배봉산 숲속도서관,동대문구,서울특별시 동대문구 전농로16길 97,37.5784361,127.0605702
사랑듬북작은도서관,동대문구,서울특별시 동대문구 사가정로23나길 12(장안동) 참사랑교회 1층,37.580498,127.0711777
서울특별시교육청동대문도서관,동대문구,서울특별시 동대문구 천호대로4길 22,37.57348736,127.0247655
슈필라움작은도서관,동대문구,서울특별시 동대문구 전농로16길 30 2층,37.5781051,127.0567432
아름숲어린이문고,동대문구,서울특별시 동대문구 전농로16길 51 관리동 (래미안아름숲아파트) 110동 지하1층,37.5806066,127.0588096
아주좋은꿈터작은도서관,동대문구,서울특별시 동대문구 왕산로16가길 7 ,37.577178,127.0294572
어린이도서관꿈틀,동대문구,서울특별시 동대문구 전농로16길 59(전농동) 1층,37.5782218,127.0583844
예스아이캔 작은도서관,동대문구,서울특별시 동대문구 답십리로60길 74 2층,37.5698691,127.0611009
용두어린이영어도서관,동대문구,서울특별시 동대문구 무학로 133 용두어린이 영어도서관,37.57611784,127.0303249
용신동작은도서관,동대문구,서울특별시 동대문구 천호대로27길 35 용신주민센터 3층 ,37.57579709,127.037274
이문1동꿈꾸는작은도서관,동대문구,서울특별시 동대문구 외대역동로 114-1 이문1동주민센터 3층 ,37.59781152,127.0654822
이문2동작은도서관,동대문구,서울특별시 동대문구 신이문로27-5 이문2동주민센터 1층 ,37.60337376,127.0651022
이문어린이도서관(숲속작은도서관),동대문구,서울특별시 동대문구 천장산로9길 68(이문동) 고황경로당 ,37.59889462,127.0538429
이문체육문화센터어린이도서관,동대문구,서울특별시 동대문구 한천로58길 81-49,37.60224443,127.0687022
장안1동작은도서관,동대문구,서울특별시 동대문구 장한로26가길 113 장안1동자치회관 지층 ,37.56697548,127.0695029
장안2동작은도서관,동대문구,서울특별시 동대문구 사가정로 230-1 장안2동주민센터 3층 ,37.57847272,127.0705898
장안꿈마루어린이작은도서관,동대문구,서울특별시 동대문구 한천로28길 5 ,37.5738492,127.0653412
장안마루작은도서관,동대문구,서울특별시 동대문구 사가정로 64  성우스타팰리스 101동,37.5742514,127.051223
장안어린이도서관,동대문구,서울특별시 동대문구 장한로26다길 10 ,37.57124544,127.0732012
전농2동뜨락작은도서관,동대문구,서울특별시 동대문구 사가정로 137 전농2동주민센터 3층 ,37.57809232,127.0600085
제기동미래뜰작은도서관,동대문구,서울특별시 동대문구 약령시로 71 제기동주민센터 2층,37.58312836,127.0378225
청솔우성아파트 작은도서관,동대문구,서울특별시 동대문구 전농로10길 20 ,37.5746242,127.0578432
포도나무작은도서관,동대문구,서울특별시 동대문구 장한로27가길 58 영성감리교회 1층 ,37.5755851,127.0691713
한국과학기술원고등과학원도서실,동대문구,서울특별시 동대문구 회기로 85 한국과학기술원 부속 고등과학원 1호관 4층,37.59553603,127.0461199
한국국방연구원지식정보실,동대문구,서울특별시 동대문구 회기로 37 한국국방연구원 본관 1~2층,37.59323032,127.0404397
