X좌표(경도),Y좌표(위도),버스정류장 개수
126.8775 ~ 126.88340000000001,37.6765 ~ 37.6806,0
126.8775 ~ 126.88340000000001,37.6806 ~ 37.6847,0
126.8775 ~ 126.88340000000001,37.6847 ~ 37.68879999999999,0
126.8775 ~ 126.88340000000001,37.68879999999999 ~ 37.692899999999995,0
126.8775 ~ 126.88340000000001,37.692899999999995 ~ 37.696999999999996,0
126.8775 ~ 126.88340000000001,37.696999999999996 ~ 37.7011,0
126.8775 ~ 126.88340000000001,37.7011 ~ 37.7052,0
126.8775 ~ 126.88340000000001,37.7052 ~ 37.7093,0
126.8775 ~ 126.88340000000001,37.7093 ~ 37.7134,0
126.8775 ~ 126.88340000000001,37.7134 ~ 37.717499999999994,0
126.88340000000001 ~ 126.8893,37.41 ~ 37.4141,0
126.88340000000001 ~ 126.8893,37.4141 ~ 37.4182,0
126.88340000000001 ~ 126.8893,37.4182 ~ 37.4223,0
126.88340000000001 ~ 126.8893,37.4223 ~ 37.426399999999994,0
126.88340000000001 ~ 126.8893,37.426399999999994 ~ 37.430499999999995,0
126.88340000000001 ~ 126.8893,37.430499999999995 ~ 37.434599999999996,0
126.88340000000001 ~ 126.8893,37.434599999999996 ~ 37.4387,0
126.88340000000001 ~ 126.8893,37.4387 ~ 37.4428,0
126.88340000000001 ~ 126.8893,37.4428 ~ 37.4469,0
126.88340000000001 ~ 126.8893,37.4469 ~ 37.45099999999999,0
126.88340000000001 ~ 126.8893,37.45099999999999 ~ 37.455099999999995,0
126.88340000000001 ~ 126.8893,37.455099999999995 ~ 37.459199999999996,8
126.88340000000001 ~ 126.8893,37.459199999999996 ~ 37.4633,1
126.88340000000001 ~ 126.8893,37.4633 ~ 37.4674,5
126.88340000000001 ~ 126.8893,37.4674 ~ 37.4715,10
126.88340000000001 ~ 126.8893,37.4715 ~ 37.4756,13
126.88340000000001 ~ 126.8893,37.4756 ~ 37.479699999999994,14
126.88340000000001 ~ 126.8893,37.479699999999994 ~ 37.483799999999995,10
126.88340000000001 ~ 126.8893,37.483799999999995 ~ 37.487899999999996,8
126.88340000000001 ~ 126.8893,37.487899999999996 ~ 37.492,4
126.88340000000001 ~ 126.8893,37.492 ~ 37.4961,9
126.88340000000001 ~ 126.8893,37.4961 ~ 37.5002,5
126.88340000000001 ~ 126.8893,37.5002 ~ 37.50429999999999,5
126.88340000000001 ~ 126.8893,37.50429999999999 ~ 37.508399999999995,4
126.88340000000001 ~ 126.8893,37.508399999999995 ~ 37.512499999999996,10
126.88340000000001 ~ 126.8893,37.512499999999996 ~ 37.5166,6
126.88340000000001 ~ 126.8893,37.5166 ~ 37.5207,9
126.88340000000001 ~ 126.8893,37.5207 ~ 37.5248,8
126.88340000000001 ~ 126.8893,37.5248 ~ 37.52889999999999,4
126.88340000000001 ~ 126.8893,37.52889999999999 ~ 37.532999999999994,1
126.88340000000001 ~ 126.8893,37.532999999999994 ~ 37.537099999999995,2
126.88340000000001 ~ 126.8893,37.537099999999995 ~ 37.541199999999996,1
126.88340000000001 ~ 126.8893,37.541199999999996 ~ 37.5453,3
126.88340000000001 ~ 126.8893,37.5453 ~ 37.5494,2
126.88340000000001 ~ 126.8893,37.5494 ~ 37.5535,0
126.88340000000001 ~ 126.8893,37.5535 ~ 37.557599999999994,0
126.88340000000001 ~ 126.8893,37.557599999999994 ~ 37.561699999999995,0
126.88340000000001 ~ 126.8893,37.561699999999995 ~ 37.565799999999996,0
126.88340000000001 ~ 126.8893,37.565799999999996 ~ 37.5699,0
126.88340000000001 ~ 126.8893,37.5699 ~ 37.574,5
126.88340000000001 ~ 126.8893,37.574 ~ 37.5781,4
126.88340000000001 ~ 126.8893,37.5781 ~ 37.58219999999999,12
126.88340000000001 ~ 126.8893,37.58219999999999 ~ 37.586299999999994,12
126.88340000000001 ~ 126.8893,37.586299999999994 ~ 37.590399999999995,6
126.88340000000001 ~ 126.8893,37.590399999999995 ~ 37.5945,2
126.88340000000001 ~ 126.8893,37.5945 ~ 37.5986,0
126.88340000000001 ~ 126.8893,37.5986 ~ 37.6027,0
126.88340000000001 ~ 126.8893,37.6027 ~ 37.6068,0
126.88340000000001 ~ 126.8893,37.6068 ~ 37.610899999999994,0
126.88340000000001 ~ 126.8893,37.610899999999994 ~ 37.614999999999995,0
126.88340000000001 ~ 126.8893,37.614999999999995 ~ 37.619099999999996,0
126.88340000000001 ~ 126.8893,37.619099999999996 ~ 37.6232,0
126.88340000000001 ~ 126.8893,37.6232 ~ 37.6273,0
126.88340000000001 ~ 126.8893,37.6273 ~ 37.6314,0
126.88340000000001 ~ 126.8893,37.6314 ~ 37.63549999999999,0
126.88340000000001 ~ 126.8893,37.63549999999999 ~ 37.639599999999994,0
126.88340000000001 ~ 126.8893,37.639599999999994 ~ 37.643699999999995,0
126.88340000000001 ~ 126.8893,37.643699999999995 ~ 37.6478,0
126.88340000000001 ~ 126.8893,37.6478 ~ 37.6519,0
126.88340000000001 ~ 126.8893,37.6519 ~ 37.656,0
126.88340000000001 ~ 126.8893,37.656 ~ 37.6601,0
126.88340000000001 ~ 126.8893,37.6601 ~ 37.664199999999994,0
126.88340000000001 ~ 126.8893,37.664199999999994 ~ 37.668299999999995,0
126.88340000000001 ~ 126.8893,37.668299999999995 ~ 37.672399999999996,0
126.88340000000001 ~ 126.8893,37.672399999999996 ~ 37.6765,0
126.88340000000001 ~ 126.8893,37.6765 ~ 37.6806,0
126.88340000000001 ~ 126.8893,37.6806 ~ 37.6847,0
126.88340000000001 ~ 126.8893,37.6847 ~ 37.68879999999999,0
126.88340000000001 ~ 126.8893,37.68879999999999 ~ 37.692899999999995,0
126.88340000000001 ~ 126.8893,37.692899999999995 ~ 37.696999999999996,0
126.88340000000001 ~ 126.8893,37.696999999999996 ~ 37.7011,0
126.88340000000001 ~ 126.8893,37.7011 ~ 37.7052,0
126.88340000000001 ~ 126.8893,37.7052 ~ 37.7093,0
126.88340000000001 ~ 126.8893,37.7093 ~ 37.7134,0
126.88340000000001 ~ 126.8893,37.7134 ~ 37.717499999999994,0
126.8893 ~ 126.8952,37.41 ~ 37.4141,0
126.8893 ~ 126.8952,37.4141 ~ 37.4182,0
126.8893 ~ 126.8952,37.4182 ~ 37.4223,0
126.8893 ~ 126.8952,37.4223 ~ 37.426399999999994,0
126.8893 ~ 126.8952,37.426399999999994 ~ 37.430499999999995,0
126.8893 ~ 126.8952,37.430499999999995 ~ 37.434599999999996,0
126.8893 ~ 126.8952,37.434599999999996 ~ 37.4387,0
126.8893 ~ 126.8952,37.4387 ~ 37.4428,0
126.8893 ~ 126.8952,37.4428 ~ 37.4469,0
126.8893 ~ 126.8952,37.4469 ~ 37.45099999999999,0
126.8893 ~ 126.8952,37.45099999999999 ~ 37.455099999999995,2
126.8893 ~ 126.8952,37.455099999999995 ~ 37.459199999999996,5
126.8893 ~ 126.8952,37.459199999999996 ~ 37.4633,6
126.8893 ~ 126.8952,37.4633 ~ 37.4674,7
126.8893 ~ 126.8952,37.4674 ~ 37.4715,11
126.8893 ~ 126.8952,37.4715 ~ 37.4756,12
126.8893 ~ 126.8952,37.4756 ~ 37.479699999999994,12
126.8893 ~ 126.8952,37.479699999999994 ~ 37.483799999999995,11
126.8893 ~ 126.8952,37.483799999999995 ~ 37.487899999999996,10
126.8893 ~ 126.8952,37.487899999999996 ~ 37.492,10
126.8893 ~ 126.8952,37.492 ~ 37.4961,11
126.8893 ~ 126.8952,37.4961 ~ 37.5002,10
126.8893 ~ 126.8952,37.5002 ~ 37.50429999999999,5
126.8893 ~ 126.8952,37.50429999999999 ~ 37.508399999999995,8
126.8893 ~ 126.8952,37.508399999999995 ~ 37.512499999999996,7
126.8893 ~ 126.8952,37.512499999999996 ~ 37.5166,6
126.8893 ~ 126.8952,37.5166 ~ 37.5207,12
126.8893 ~ 126.8952,37.5207 ~ 37.5248,7
126.8893 ~ 126.8952,37.5248 ~ 37.52889999999999,5
126.8893 ~ 126.8952,37.52889999999999 ~ 37.532999999999994,5
126.8893 ~ 126.8952,37.532999999999994 ~ 37.537099999999995,5
126.8893 ~ 126.8952,37.537099999999995 ~ 37.541199999999996,8
126.8893 ~ 126.8952,37.541199999999996 ~ 37.5453,6
126.8893 ~ 126.8952,37.5453 ~ 37.5494,0
126.8893 ~ 126.8952,37.5494 ~ 37.5535,0
126.8893 ~ 126.8952,37.5535 ~ 37.557599999999994,0
126.8893 ~ 126.8952,37.557599999999994 ~ 37.561699999999995,0
126.8893 ~ 126.8952,37.561699999999995 ~ 37.565799999999996,0
126.8893 ~ 126.8952,37.565799999999996 ~ 37.5699,3
126.8893 ~ 126.8952,37.5699 ~ 37.574,1
126.8893 ~ 126.8952,37.574 ~ 37.5781,10
126.8893 ~ 126.8952,37.5781 ~ 37.58219999999999,8
126.8893 ~ 126.8952,37.58219999999999 ~ 37.586299999999994,3
126.8893 ~ 126.8952,37.586299999999994 ~ 37.590399999999995,0
126.8893 ~ 126.8952,37.590399999999995 ~ 37.5945,0
126.8893 ~ 126.8952,37.5945 ~ 37.5986,0
126.8893 ~ 126.8952,37.5986 ~ 37.6027,0
126.8893 ~ 126.8952,37.6027 ~ 37.6068,0
126.8893 ~ 126.8952,37.6068 ~ 37.610899999999994,0
126.8893 ~ 126.8952,37.610899999999994 ~ 37.614999999999995,0
126.8893 ~ 126.8952,37.614999999999995 ~ 37.619099999999996,0
126.8893 ~ 126.8952,37.619099999999996 ~ 37.6232,0
126.8893 ~ 126.8952,37.6232 ~ 37.6273,0
126.8893 ~ 126.8952,37.6273 ~ 37.6314,0
126.8893 ~ 126.8952,37.6314 ~ 37.63549999999999,0
126.8893 ~ 126.8952,37.63549999999999 ~ 37.639599999999994,0
126.8893 ~ 126.8952,37.639599999999994 ~ 37.643699999999995,0
126.8893 ~ 126.8952,37.643699999999995 ~ 37.6478,0
126.8893 ~ 126.8952,37.6478 ~ 37.6519,0
126.8893 ~ 126.8952,37.6519 ~ 37.656,0
126.8893 ~ 126.8952,37.656 ~ 37.6601,0
126.8893 ~ 126.8952,37.6601 ~ 37.664199999999994,0
126.8893 ~ 126.8952,37.664199999999994 ~ 37.668299999999995,0
126.8893 ~ 126.8952,37.668299999999995 ~ 37.672399999999996,0
126.8893 ~ 126.8952,37.672399999999996 ~ 37.6765,0
126.8893 ~ 126.8952,37.6765 ~ 37.6806,0
126.8893 ~ 126.8952,37.6806 ~ 37.6847,0
126.8893 ~ 126.8952,37.6847 ~ 37.68879999999999,0
126.8893 ~ 126.8952,37.68879999999999 ~ 37.692899999999995,0
126.8893 ~ 126.8952,37.692899999999995 ~ 37.696999999999996,0
126.8893 ~ 126.8952,37.696999999999996 ~ 37.7011,0
126.8893 ~ 126.8952,37.7011 ~ 37.7052,0
126.8893 ~ 126.8952,37.7052 ~ 37.7093,0
126.8893 ~ 126.8952,37.7093 ~ 37.7134,0
126.8893 ~ 126.8952,37.7134 ~ 37.717499999999994,0
126.8952 ~ 126.9011,37.41 ~ 37.4141,0
126.8952 ~ 126.9011,37.4141 ~ 37.4182,0
126.8952 ~ 126.9011,37.4182 ~ 37.4223,0
126.8952 ~ 126.9011,37.4223 ~ 37.426399999999994,0
126.8952 ~ 126.9011,37.426399999999994 ~ 37.430499999999995,0
126.8952 ~ 126.9011,37.430499999999995 ~ 37.434599999999996,0
126.8952 ~ 126.9011,37.434599999999996 ~ 37.4387,0
126.8952 ~ 126.9011,37.4387 ~ 37.4428,0
126.8952 ~ 126.9011,37.4428 ~ 37.4469,0
126.8952 ~ 126.9011,37.4469 ~ 37.45099999999999,2
126.8952 ~ 126.9011,37.45099999999999 ~ 37.455099999999995,11
126.8952 ~ 126.9011,37.455099999999995 ~ 37.459199999999996,5
126.8952 ~ 126.9011,37.459199999999996 ~ 37.4633,3
126.8952 ~ 126.9011,37.4633 ~ 37.4674,5
126.8952 ~ 126.9011,37.4674 ~ 37.4715,11
126.8952 ~ 126.9011,37.4715 ~ 37.4756,9
126.8952 ~ 126.9011,37.4756 ~ 37.479699999999994,7
126.8952 ~ 126.9011,37.479699999999994 ~ 37.483799999999995,10
126.8952 ~ 126.9011,37.483799999999995 ~ 37.487899999999996,7
126.8952 ~ 126.9011,37.487899999999996 ~ 37.492,3
126.8952 ~ 126.9011,37.492 ~ 37.4961,11
126.8952 ~ 126.9011,37.4961 ~ 37.5002,8
126.8952 ~ 126.9011,37.5002 ~ 37.50429999999999,13
126.8952 ~ 126.9011,37.50429999999999 ~ 37.508399999999995,9
126.8952 ~ 126.9011,37.508399999999995 ~ 37.512499999999996,12
126.8952 ~ 126.9011,37.512499999999996 ~ 37.5166,1
126.8952 ~ 126.9011,37.5166 ~ 37.5207,10
126.8952 ~ 126.9011,37.5207 ~ 37.5248,6
126.8952 ~ 126.9011,37.5248 ~ 37.52889999999999,8
126.8952 ~ 126.9011,37.52889999999999 ~ 37.532999999999994,8
126.8952 ~ 126.9011,37.532999999999994 ~ 37.537099999999995,9
126.8952 ~ 126.9011,37.537099999999995 ~ 37.541199999999996,2
126.8952 ~ 126.9011,37.541199999999996 ~ 37.5453,0
126.8952 ~ 126.9011,37.5453 ~ 37.5494,0
126.8952 ~ 126.9011,37.5494 ~ 37.5535,0
126.8952 ~ 126.9011,37.5535 ~ 37.557599999999994,7
126.8952 ~ 126.9011,37.557599999999994 ~ 37.561699999999995,10
126.8952 ~ 126.9011,37.561699999999995 ~ 37.565799999999996,1
126.8952 ~ 126.9011,37.565799999999996 ~ 37.5699,9
126.8952 ~ 126.9011,37.5699 ~ 37.574,6
126.8952 ~ 126.9011,37.574 ~ 37.5781,8
126.8952 ~ 126.9011,37.5781 ~ 37.58219999999999,4
126.8952 ~ 126.9011,37.58219999999999 ~ 37.586299999999994,4
126.8952 ~ 126.9011,37.586299999999994 ~ 37.590399999999995,0
126.8952 ~ 126.9011,37.590399999999995 ~ 37.5945,0
126.8952 ~ 126.9011,37.5945 ~ 37.5986,0
126.8952 ~ 126.9011,37.5986 ~ 37.6027,0
126.8952 ~ 126.9011,37.6027 ~ 37.6068,0
126.8952 ~ 126.9011,37.6068 ~ 37.610899999999994,0
126.8952 ~ 126.9011,37.610899999999994 ~ 37.614999999999995,0
126.8952 ~ 126.9011,37.614999999999995 ~ 37.619099999999996,0
126.8952 ~ 126.9011,37.619099999999996 ~ 37.6232,0
126.8952 ~ 126.9011,37.6232 ~ 37.6273,0
126.8952 ~ 126.9011,37.6273 ~ 37.6314,0
126.8952 ~ 126.9011,37.6314 ~ 37.63549999999999,0
126.8952 ~ 126.9011,37.63549999999999 ~ 37.639599999999994,0
126.8952 ~ 126.9011,37.639599999999994 ~ 37.643699999999995,0
126.8952 ~ 126.9011,37.643699999999995 ~ 37.6478,0
126.8952 ~ 126.9011,37.6478 ~ 37.6519,0
126.8952 ~ 126.9011,37.6519 ~ 37.656,0
126.8952 ~ 126.9011,37.656 ~ 37.6601,0
126.8952 ~ 126.9011,37.6601 ~ 37.664199999999994,0
126.8952 ~ 126.9011,37.664199999999994 ~ 37.668299999999995,0
126.8952 ~ 126.9011,37.668299999999995 ~ 37.672399999999996,0
126.8952 ~ 126.9011,37.672399999999996 ~ 37.6765,0
126.8952 ~ 126.9011,37.6765 ~ 37.6806,0
126.8952 ~ 126.9011,37.6806 ~ 37.6847,0
126.8952 ~ 126.9011,37.6847 ~ 37.68879999999999,0
126.8952 ~ 126.9011,37.68879999999999 ~ 37.692899999999995,0
126.8952 ~ 126.9011,37.692899999999995 ~ 37.696999999999996,0
126.8952 ~ 126.9011,37.696999999999996 ~ 37.7011,0
126.8952 ~ 126.9011,37.7011 ~ 37.7052,0
126.8952 ~ 126.9011,37.7052 ~ 37.7093,0
126.8952 ~ 126.9011,37.7093 ~ 37.7134,0
126.8952 ~ 126.9011,37.7134 ~ 37.717499999999994,0
126.9011 ~ 126.90700000000001,37.41 ~ 37.4141,0
126.9011 ~ 126.90700000000001,37.4141 ~ 37.4182,0
126.9011 ~ 126.90700000000001,37.4182 ~ 37.4223,0
126.9011 ~ 126.90700000000001,37.4223 ~ 37.426399999999994,0
126.9011 ~ 126.90700000000001,37.426399999999994 ~ 37.430499999999995,0
126.9011 ~ 126.90700000000001,37.430499999999995 ~ 37.434599999999996,0
126.9011 ~ 126.90700000000001,37.434599999999996 ~ 37.4387,3
126.9011 ~ 126.90700000000001,37.4387 ~ 37.4428,7
126.9011 ~ 126.90700000000001,37.4428 ~ 37.4469,6
126.9011 ~ 126.90700000000001,37.4469 ~ 37.45099999999999,15
126.9011 ~ 126.90700000000001,37.45099999999999 ~ 37.455099999999995,16
126.9011 ~ 126.90700000000001,37.455099999999995 ~ 37.459199999999996,3
126.9011 ~ 126.90700000000001,37.459199999999996 ~ 37.4633,8
126.9011 ~ 126.90700000000001,37.4633 ~ 37.4674,6
126.9011 ~ 126.90700000000001,37.4674 ~ 37.4715,6
126.9011 ~ 126.90700000000001,37.4715 ~ 37.4756,7
126.9011 ~ 126.90700000000001,37.4756 ~ 37.479699999999994,5
126.9011 ~ 126.90700000000001,37.479699999999994 ~ 37.483799999999995,8
126.9011 ~ 126.90700000000001,37.483799999999995 ~ 37.487899999999996,10
126.9011 ~ 126.90700000000001,37.487899999999996 ~ 37.492,6
126.9011 ~ 126.90700000000001,37.492 ~ 37.4961,7
126.9011 ~ 126.90700000000001,37.4961 ~ 37.5002,8
126.9011 ~ 126.90700000000001,37.5002 ~ 37.50429999999999,11
126.9011 ~ 126.90700000000001,37.50429999999999 ~ 37.508399999999995,16
126.9011 ~ 126.90700000000001,37.508399999999995 ~ 37.512499999999996,7
126.9011 ~ 126.90700000000001,37.512499999999996 ~ 37.5166,3
126.9011 ~ 126.90700000000001,37.5166 ~ 37.5207,13
126.9011 ~ 126.90700000000001,37.5207 ~ 37.5248,8
126.9011 ~ 126.90700000000001,37.5248 ~ 37.52889999999999,8
126.9011 ~ 126.90700000000001,37.52889999999999 ~ 37.532999999999994,11
126.9011 ~ 126.90700000000001,37.532999999999994 ~ 37.537099999999995,7
126.9011 ~ 126.90700000000001,37.537099999999995 ~ 37.541199999999996,1
126.9011 ~ 126.90700000000001,37.541199999999996 ~ 37.5453,2
126.9011 ~ 126.90700000000001,37.5453 ~ 37.5494,0
126.9011 ~ 126.90700000000001,37.5494 ~ 37.5535,8
126.9011 ~ 126.90700000000001,37.5535 ~ 37.557599999999994,14
126.9011 ~ 126.90700000000001,37.557599999999994 ~ 37.561699999999995,11
126.9011 ~ 126.90700000000001,37.561699999999995 ~ 37.565799999999996,8
126.9011 ~ 126.90700000000001,37.565799999999996 ~ 37.5699,2
126.9011 ~ 126.90700000000001,37.5699 ~ 37.574,4
126.9011 ~ 126.90700000000001,37.574 ~ 37.5781,5
126.9011 ~ 126.90700000000001,37.5781 ~ 37.58219999999999,5
126.9011 ~ 126.90700000000001,37.58219999999999 ~ 37.586299999999994,0
126.9011 ~ 126.90700000000001,37.586299999999994 ~ 37.590399999999995,0
126.9011 ~ 126.90700000000001,37.590399999999995 ~ 37.5945,7
126.9011 ~ 126.90700000000001,37.5945 ~ 37.5986,3
126.9011 ~ 126.90700000000001,37.5986 ~ 37.6027,8
126.9011 ~ 126.90700000000001,37.6027 ~ 37.6068,3
126.9011 ~ 126.90700000000001,37.6068 ~ 37.610899999999994,2
126.9011 ~ 126.90700000000001,37.610899999999994 ~ 37.614999999999995,6
126.9011 ~ 126.90700000000001,37.614999999999995 ~ 37.619099999999996,3
126.9011 ~ 126.90700000000001,37.619099999999996 ~ 37.6232,0
126.9011 ~ 126.90700000000001,37.6232 ~ 37.6273,0
126.9011 ~ 126.90700000000001,37.6273 ~ 37.6314,0
126.9011 ~ 126.90700000000001,37.6314 ~ 37.63549999999999,0
126.9011 ~ 126.90700000000001,37.63549999999999 ~ 37.639599999999994,0
126.9011 ~ 126.90700000000001,37.639599999999994 ~ 37.643699999999995,0
126.9011 ~ 126.90700000000001,37.643699999999995 ~ 37.6478,0
126.9011 ~ 126.90700000000001,37.6478 ~ 37.6519,0
126.9011 ~ 126.90700000000001,37.6519 ~ 37.656,0
126.9011 ~ 126.90700000000001,37.656 ~ 37.6601,0
126.9011 ~ 126.90700000000001,37.6601 ~ 37.664199999999994,0
126.9011 ~ 126.90700000000001,37.664199999999994 ~ 37.668299999999995,0
126.9011 ~ 126.90700000000001,37.668299999999995 ~ 37.672399999999996,0
126.9011 ~ 126.90700000000001,37.672399999999996 ~ 37.6765,0
126.9011 ~ 126.90700000000001,37.6765 ~ 37.6806,0
126.9011 ~ 126.90700000000001,37.6806 ~ 37.6847,0
126.9011 ~ 126.90700000000001,37.6847 ~ 37.68879999999999,0
126.9011 ~ 126.90700000000001,37.68879999999999 ~ 37.692899999999995,0
126.9011 ~ 126.90700000000001,37.692899999999995 ~ 37.696999999999996,0
126.9011 ~ 126.90700000000001,37.696999999999996 ~ 37.7011,0
126.9011 ~ 126.90700000000001,37.7011 ~ 37.7052,0
126.9011 ~ 126.90700000000001,37.7052 ~ 37.7093,0
126.9011 ~ 126.90700000000001,37.7093 ~ 37.7134,0
126.9011 ~ 126.90700000000001,37.7134 ~ 37.717499999999994,0
126.90700000000001 ~ 126.91290000000001,37.41 ~ 37.4141,0
126.90700000000001 ~ 126.91290000000001,37.4141 ~ 37.4182,0
126.90700000000001 ~ 126.91290000000001,37.4182 ~ 37.4223,0
126.90700000000001 ~ 126.91290000000001,37.4223 ~ 37.426399999999994,0
126.90700000000001 ~ 126.91290000000001,37.426399999999994 ~ 37.430499999999995,0
126.90700000000001 ~ 126.91290000000001,37.430499999999995 ~ 37.434599999999996,0
126.90700000000001 ~ 126.91290000000001,37.434599999999996 ~ 37.4387,0
126.90700000000001 ~ 126.91290000000001,37.4387 ~ 37.4428,0
126.90700000000001 ~ 126.91290000000001,37.4428 ~ 37.4469,4
126.90700000000001 ~ 126.91290000000001,37.4469 ~ 37.45099999999999,9
126.90700000000001 ~ 126.91290000000001,37.45099999999999 ~ 37.455099999999995,13
126.90700000000001 ~ 126.91290000000001,37.455099999999995 ~ 37.459199999999996,2
126.90700000000001 ~ 126.91290000000001,37.459199999999996 ~ 37.4633,11
126.90700000000001 ~ 126.91290000000001,37.4633 ~ 37.4674,2
126.90700000000001 ~ 126.91290000000001,37.4674 ~ 37.4715,3
126.90700000000001 ~ 126.91290000000001,37.4715 ~ 37.4756,7
126.90700000000001 ~ 126.91290000000001,37.4756 ~ 37.479699999999994,5
126.90700000000001 ~ 126.91290000000001,37.479699999999994 ~ 37.483799999999995,7
126.90700000000001 ~ 126.91290000000001,37.483799999999995 ~ 37.487899999999996,8
126.90700000000001 ~ 126.91290000000001,37.487899999999996 ~ 37.492,6
126.90700000000001 ~ 126.91290000000001,37.492 ~ 37.4961,6
126.90700000000001 ~ 126.91290000000001,37.4961 ~ 37.5002,12
126.90700000000001 ~ 126.91290000000001,37.5002 ~ 37.50429999999999,5
126.90700000000001 ~ 126.91290000000001,37.50429999999999 ~ 37.508399999999995,8
126.90700000000001 ~ 126.91290000000001,37.508399999999995 ~ 37.512499999999996,11
126.90700000000001 ~ 126.91290000000001,37.512499999999996 ~ 37.5166,5
126.90700000000001 ~ 126.91290000000001,37.5166 ~ 37.5207,7
126.90700000000001 ~ 126.91290000000001,37.5207 ~ 37.5248,4
126.90700000000001 ~ 126.91290000000001,37.5248 ~ 37.52889999999999,5
126.90700000000001 ~ 126.91290000000001,37.52889999999999 ~ 37.532999999999994,2
126.90700000000001 ~ 126.91290000000001,37.532999999999994 ~ 37.537099999999995,0
126.90700000000001 ~ 126.91290000000001,37.537099999999995 ~ 37.541199999999996,0
126.90700000000001 ~ 126.91290000000001,37.541199999999996 ~ 37.5453,0
126.90700000000001 ~ 126.91290000000001,37.5453 ~ 37.5494,7
126.90700000000001 ~ 126.91290000000001,37.5494 ~ 37.5535,5
126.90700000000001 ~ 126.91290000000001,37.5535 ~ 37.557599999999994,9
126.90700000000001 ~ 126.91290000000001,37.557599999999994 ~ 37.561699999999995,6
126.90700000000001 ~ 126.91290000000001,37.561699999999995 ~ 37.565799999999996,5
126.90700000000001 ~ 126.91290000000001,37.565799999999996 ~ 37.5699,9
126.90700000000001 ~ 126.91290000000001,37.5699 ~ 37.574,4
126.90700000000001 ~ 126.91290000000001,37.574 ~ 37.5781,5
126.90700000000001 ~ 126.91290000000001,37.5781 ~ 37.58219999999999,7
126.90700000000001 ~ 126.91290000000001,37.58219999999999 ~ 37.586299999999994,11
126.90700000000001 ~ 126.91290000000001,37.586299999999994 ~ 37.590399999999995,5
126.90700000000001 ~ 126.91290000000001,37.590399999999995 ~ 37.5945,7
126.90700000000001 ~ 126.91290000000001,37.5945 ~ 37.5986,10
126.90700000000001 ~ 126.91290000000001,37.5986 ~ 37.6027,4
126.90700000000001 ~ 126.91290000000001,37.6027 ~ 37.6068,12
126.90700000000001 ~ 126.91290000000001,37.6068 ~ 37.610899999999994,8
126.90700000000001 ~ 126.91290000000001,37.610899999999994 ~ 37.614999999999995,13
126.90700000000001 ~ 126.91290000000001,37.614999999999995 ~ 37.619099999999996,2
126.90700000000001 ~ 126.91290000000001,37.619099999999996 ~ 37.6232,3
126.90700000000001 ~ 126.91290000000001,37.6232 ~ 37.6273,1
126.90700000000001 ~ 126.91290000000001,37.6273 ~ 37.6314,0
126.90700000000001 ~ 126.91290000000001,37.6314 ~ 37.63549999999999,0
126.90700000000001 ~ 126.91290000000001,37.63549999999999 ~ 37.639599999999994,0
126.90700000000001 ~ 126.91290000000001,37.639599999999994 ~ 37.643699999999995,0
126.90700000000001 ~ 126.91290000000001,37.643699999999995 ~ 37.6478,2
126.90700000000001 ~ 126.91290000000001,37.6478 ~ 37.6519,0
126.90700000000001 ~ 126.91290000000001,37.6519 ~ 37.656,0
126.90700000000001 ~ 126.91290000000001,37.656 ~ 37.6601,0
126.90700000000001 ~ 126.91290000000001,37.6601 ~ 37.664199999999994,0
126.90700000000001 ~ 126.91290000000001,37.664199999999994 ~ 37.668299999999995,0
126.90700000000001 ~ 126.91290000000001,37.668299999999995 ~ 37.672399999999996,0
126.90700000000001 ~ 126.91290000000001,37.672399999999996 ~ 37.6765,0
126.90700000000001 ~ 126.91290000000001,37.6765 ~ 37.6806,0
126.90700000000001 ~ 126.91290000000001,37.6806 ~ 37.6847,0
126.90700000000001 ~ 126.91290000000001,37.6847 ~ 37.68879999999999,0
126.90700000000001 ~ 126.91290000000001,37.68879999999999 ~ 37.692899999999995,0
126.90700000000001 ~ 126.91290000000001,37.692899999999995 ~ 37.696999999999996,0
126.90700000000001 ~ 126.91290000000001,37.696999999999996 ~ 37.7011,0
126.90700000000001 ~ 126.91290000000001,37.7011 ~ 37.7052,0
126.90700000000001 ~ 126.91290000000001,37.7052 ~ 37.7093,0
126.90700000000001 ~ 126.91290000000001,37.7093 ~ 37.7134,0
126.90700000000001 ~ 126.91290000000001,37.7134 ~ 37.717499999999994,0
126.91290000000001 ~ 126.9188,37.41 ~ 37.4141,0
126.91290000000001 ~ 126.9188,37.4141 ~ 37.4182,0
126.91290000000001 ~ 126.9188,37.4182 ~ 37.4223,0
126.91290000000001 ~ 126.9188,37.4223 ~ 37.426399999999994,0
126.91290000000001 ~ 126.9188,37.426399999999994 ~ 37.430499999999995,0
126.91290000000001 ~ 126.9188,37.430499999999995 ~ 37.434599999999996,0
