X좌표(경도),Y좌표(위도),음식점 개수
127.0014 ~ 127.0073,37.483799999999995 ~ 37.487899999999996,6.0
127.0014 ~ 127.0073,37.487899999999996 ~ 37.492,27.0
127.0014 ~ 127.0073,37.492 ~ 37.4961,5.0
127.0014 ~ 127.0073,37.4961 ~ 37.5002,14.0
127.0014 ~ 127.0073,37.5002 ~ 37.50429999999999,20.0
127.0014 ~ 127.0073,37.50429999999999 ~ 37.508399999999995,151.0
127.0014 ~ 127.0073,37.508399999999995 ~ 37.512499999999996,13.0
127.0014 ~ 127.0073,37.512499999999996 ~ 37.5166,0.0
127.0014 ~ 127.0073,37.5166 ~ 37.5207,0.0
127.0014 ~ 127.0073,37.5207 ~ 37.5248,0.0
127.0014 ~ 127.0073,37.5248 ~ 37.52889999999999,15.0
127.0014 ~ 127.0073,37.52889999999999 ~ 37.532999999999994,73.0
127.0014 ~ 127.0073,37.532999999999994 ~ 37.537099999999995,117.0
127.0014 ~ 127.0073,37.537099999999995 ~ 37.541199999999996,27.0
127.0014 ~ 127.0073,37.541199999999996 ~ 37.5453,9.0
127.0014 ~ 127.0073,37.5453 ~ 37.5494,2.0
127.0014 ~ 127.0073,37.5494 ~ 37.5535,7.0
127.0014 ~ 127.0073,37.5535 ~ 37.557599999999994,6.0
127.0014 ~ 127.0073,37.557599999999994 ~ 37.561699999999995,81.0
127.0014 ~ 127.0073,37.561699999999995 ~ 37.565799999999996,169.0
127.0014 ~ 127.0073,37.565799999999996 ~ 37.5699,84.0
127.0014 ~ 127.0073,37.5699 ~ 37.574,270.0
127.0014 ~ 127.0073,37.574 ~ 37.5781,87.0
127.0014 ~ 127.0073,37.5781 ~ 37.58219999999999,147.0
127.0014 ~ 127.0073,37.58219999999999 ~ 37.586299999999994,113.0
127.0014 ~ 127.0073,37.586299999999994 ~ 37.590399999999995,54.0
127.0014 ~ 127.0073,37.590399999999995 ~ 37.5945,24.0
127.0014 ~ 127.0073,37.5945 ~ 37.5986,2.0
127.0014 ~ 127.0073,37.5986 ~ 37.6027,1.0
127.0014 ~ 127.0073,37.6027 ~ 37.6068,0.0
127.0014 ~ 127.0073,37.6068 ~ 37.610899999999994,21.0
127.0014 ~ 127.0073,37.610899999999994 ~ 37.614999999999995,3.0
127.0014 ~ 127.0073,37.614999999999995 ~ 37.619099999999996,14.0
127.0014 ~ 127.0073,37.619099999999996 ~ 37.6232,0.0
127.0014 ~ 127.0073,37.6232 ~ 37.6273,0.0
127.0014 ~ 127.0073,37.6273 ~ 37.6314,0.0
127.0014 ~ 127.0073,37.6314 ~ 37.63549999999999,0.0
127.0014 ~ 127.0073,37.63549999999999 ~ 37.639599999999994,1.0
127.0014 ~ 127.0073,37.639599999999994 ~ 37.643699999999995,1.0
127.0014 ~ 127.0073,37.643699999999995 ~ 37.6478,16.0
127.0014 ~ 127.0073,37.6478 ~ 37.6519,0.0
127.0014 ~ 127.0073,37.6519 ~ 37.656,0.0
127.0014 ~ 127.0073,37.656 ~ 37.6601,1.0
127.0014 ~ 127.0073,37.6601 ~ 37.664199999999994,4.0
127.0014 ~ 127.0073,37.664199999999994 ~ 37.668299999999995,0.0
127.0014 ~ 127.0073,37.668299999999995 ~ 37.672399999999996,8.0
127.0014 ~ 127.0073,37.672399999999996 ~ 37.6765,8.0
127.0014 ~ 127.0073,37.6765 ~ 37.6806,0.0
127.0014 ~ 127.0073,37.6806 ~ 37.6847,0.0
127.0014 ~ 127.0073,37.6847 ~ 37.68879999999999,0.0
127.0014 ~ 127.0073,37.68879999999999 ~ 37.692899999999995,0.0
127.0014 ~ 127.0073,37.692899999999995 ~ 37.696999999999996,0.0
127.0014 ~ 127.0073,37.696999999999996 ~ 37.7011,0.0
127.0014 ~ 127.0073,37.7011 ~ 37.7052,0.0
127.0014 ~ 127.0073,37.7052 ~ 37.7093,0.0
127.0014 ~ 127.0073,37.7093 ~ 37.7134,0.0
127.0014 ~ 127.0073,37.7134 ~ 37.717499999999994,0.0
127.0073 ~ 127.0132,37.41 ~ 37.4141,0.0
127.0073 ~ 127.0132,37.4141 ~ 37.4182,0.0
127.0073 ~ 127.0132,37.4182 ~ 37.4223,0.0
127.0073 ~ 127.0132,37.4223 ~ 37.426399999999994,0.0
127.0073 ~ 127.0132,37.426399999999994 ~ 37.430499999999995,0.0
127.0073 ~ 127.0132,37.430499999999995 ~ 37.434599999999996,0.0
127.0073 ~ 127.0132,37.434599999999996 ~ 37.4387,0.0
127.0073 ~ 127.0132,37.4387 ~ 37.4428,0.0
127.0073 ~ 127.0132,37.4428 ~ 37.4469,0.0
127.0073 ~ 127.0132,37.4469 ~ 37.45099999999999,0.0
127.0073 ~ 127.0132,37.45099999999999 ~ 37.455099999999995,0.0
127.0073 ~ 127.0132,37.455099999999995 ~ 37.459199999999996,1.0
127.0073 ~ 127.0132,37.459199999999996 ~ 37.4633,0.0
127.0073 ~ 127.0132,37.4633 ~ 37.4674,0.0
127.0073 ~ 127.0132,37.4674 ~ 37.4715,0.0
127.0073 ~ 127.0132,37.4715 ~ 37.4756,0.0
127.0073 ~ 127.0132,37.4756 ~ 37.479699999999994,1.0
127.0073 ~ 127.0132,37.479699999999994 ~ 37.483799999999995,64.0
127.0073 ~ 127.0132,37.483799999999995 ~ 37.487899999999996,87.0
127.0073 ~ 127.0132,37.487899999999996 ~ 37.492,205.0
127.0073 ~ 127.0132,37.492 ~ 37.4961,144.0
127.0073 ~ 127.0132,37.4961 ~ 37.5002,7.0
127.0073 ~ 127.0132,37.5002 ~ 37.50429999999999,54.0
127.0073 ~ 127.0132,37.50429999999999 ~ 37.508399999999995,11.0
127.0073 ~ 127.0132,37.508399999999995 ~ 37.512499999999996,43.0
127.0073 ~ 127.0132,37.512499999999996 ~ 37.5166,10.0
127.0073 ~ 127.0132,37.5166 ~ 37.5207,5.0
127.0073 ~ 127.0132,37.5207 ~ 37.5248,0.0
127.0073 ~ 127.0132,37.5248 ~ 37.52889999999999,0.0
127.0073 ~ 127.0132,37.52889999999999 ~ 37.532999999999994,23.0
127.0073 ~ 127.0132,37.532999999999994 ~ 37.537099999999995,82.0
127.0073 ~ 127.0132,37.537099999999995 ~ 37.541199999999996,11.0
127.0073 ~ 127.0132,37.541199999999996 ~ 37.5453,17.0
127.0073 ~ 127.0132,37.5453 ~ 37.5494,9.0
127.0073 ~ 127.0132,37.5494 ~ 37.5535,53.0
127.0073 ~ 127.0132,37.5535 ~ 37.557599999999994,137.0
127.0073 ~ 127.0132,37.557599999999994 ~ 37.561699999999995,46.0
127.0073 ~ 127.0132,37.561699999999995 ~ 37.565799999999996,52.0
127.0073 ~ 127.0132,37.565799999999996 ~ 37.5699,191.0
127.0073 ~ 127.0132,37.5699 ~ 37.574,207.0
127.0073 ~ 127.0132,37.574 ~ 37.5781,27.0
127.0073 ~ 127.0132,37.5781 ~ 37.58219999999999,5.0
127.0073 ~ 127.0132,37.58219999999999 ~ 37.586299999999994,29.0
127.0073 ~ 127.0132,37.586299999999994 ~ 37.590399999999995,107.0
127.0073 ~ 127.0132,37.590399999999995 ~ 37.5945,31.0
127.0073 ~ 127.0132,37.5945 ~ 37.5986,3.0
127.0073 ~ 127.0132,37.5986 ~ 37.6027,13.0
127.0073 ~ 127.0132,37.6027 ~ 37.6068,44.0
127.0073 ~ 127.0132,37.6068 ~ 37.610899999999994,61.0
127.0073 ~ 127.0132,37.610899999999994 ~ 37.614999999999995,35.0
127.0073 ~ 127.0132,37.614999999999995 ~ 37.619099999999996,7.0
127.0073 ~ 127.0132,37.619099999999996 ~ 37.6232,12.0
127.0073 ~ 127.0132,37.6232 ~ 37.6273,2.0
127.0073 ~ 127.0132,37.6273 ~ 37.6314,0.0
127.0073 ~ 127.0132,37.6314 ~ 37.63549999999999,5.0
127.0073 ~ 127.0132,37.63549999999999 ~ 37.639599999999994,14.0
127.0073 ~ 127.0132,37.639599999999994 ~ 37.643699999999995,16.0
127.0073 ~ 127.0132,37.643699999999995 ~ 37.6478,58.0
127.0073 ~ 127.0132,37.6478 ~ 37.6519,25.0
127.0073 ~ 127.0132,37.6519 ~ 37.656,4.0
127.0073 ~ 127.0132,37.656 ~ 37.6601,8.0
127.0073 ~ 127.0132,37.6601 ~ 37.664199999999994,32.0
127.0073 ~ 127.0132,37.664199999999994 ~ 37.668299999999995,5.0
127.0073 ~ 127.0132,37.668299999999995 ~ 37.672399999999996,6.0
127.0073 ~ 127.0132,37.672399999999996 ~ 37.6765,0.0
127.0073 ~ 127.0132,37.6765 ~ 37.6806,0.0
127.0073 ~ 127.0132,37.6806 ~ 37.6847,0.0
127.0073 ~ 127.0132,37.6847 ~ 37.68879999999999,0.0
127.0073 ~ 127.0132,37.68879999999999 ~ 37.692899999999995,0.0
127.0073 ~ 127.0132,37.692899999999995 ~ 37.696999999999996,0.0
127.0073 ~ 127.0132,37.696999999999996 ~ 37.7011,0.0
127.0073 ~ 127.0132,37.7011 ~ 37.7052,0.0
127.0073 ~ 127.0132,37.7052 ~ 37.7093,0.0
127.0073 ~ 127.0132,37.7093 ~ 37.7134,0.0
127.0073 ~ 127.0132,37.7134 ~ 37.717499999999994,0.0
127.0132 ~ 127.01910000000001,37.41 ~ 37.4141,0.0
127.0132 ~ 127.01910000000001,37.4141 ~ 37.4182,0.0
127.0132 ~ 127.01910000000001,37.4182 ~ 37.4223,0.0
127.0132 ~ 127.01910000000001,37.4223 ~ 37.426399999999994,0.0
127.0132 ~ 127.01910000000001,37.426399999999994 ~ 37.430499999999995,0.0
127.0132 ~ 127.01910000000001,37.430499999999995 ~ 37.434599999999996,0.0
127.0132 ~ 127.01910000000001,37.434599999999996 ~ 37.4387,0.0
127.0132 ~ 127.01910000000001,37.4387 ~ 37.4428,0.0
127.0132 ~ 127.01910000000001,37.4428 ~ 37.4469,0.0
127.0132 ~ 127.01910000000001,37.4469 ~ 37.45099999999999,0.0
127.0132 ~ 127.01910000000001,37.45099999999999 ~ 37.455099999999995,0.0
127.0132 ~ 127.01910000000001,37.455099999999995 ~ 37.459199999999996,5.0
127.0132 ~ 127.01910000000001,37.459199999999996 ~ 37.4633,1.0
127.0132 ~ 127.01910000000001,37.4633 ~ 37.4674,0.0
127.0132 ~ 127.01910000000001,37.4674 ~ 37.4715,0.0
127.0132 ~ 127.01910000000001,37.4715 ~ 37.4756,0.0
127.0132 ~ 127.01910000000001,37.4756 ~ 37.479699999999994,0.0
127.0132 ~ 127.01910000000001,37.479699999999994 ~ 37.483799999999995,30.0
127.0132 ~ 127.01910000000001,37.483799999999995 ~ 37.487899999999996,144.0
127.0132 ~ 127.01910000000001,37.487899999999996 ~ 37.492,88.0
127.0132 ~ 127.01910000000001,37.492 ~ 37.4961,198.0
127.0132 ~ 127.01910000000001,37.4961 ~ 37.5002,35.0
127.0132 ~ 127.01910000000001,37.5002 ~ 37.50429999999999,1.0
127.0132 ~ 127.01910000000001,37.50429999999999 ~ 37.508399999999995,2.0
127.0132 ~ 127.01910000000001,37.508399999999995 ~ 37.512499999999996,37.0
127.0132 ~ 127.01910000000001,37.512499999999996 ~ 37.5166,155.0
127.0132 ~ 127.01910000000001,37.5166 ~ 37.5207,46.0
127.0132 ~ 127.01910000000001,37.5207 ~ 37.5248,4.0
127.0132 ~ 127.01910000000001,37.5248 ~ 37.52889999999999,2.0
127.0132 ~ 127.01910000000001,37.52889999999999 ~ 37.532999999999994,3.0
127.0132 ~ 127.01910000000001,37.532999999999994 ~ 37.537099999999995,0.0
127.0132 ~ 127.01910000000001,37.537099999999995 ~ 37.541199999999996,11.0
127.0132 ~ 127.01910000000001,37.541199999999996 ~ 37.5453,54.0
127.0132 ~ 127.01910000000001,37.5453 ~ 37.5494,30.0
127.0132 ~ 127.01910000000001,37.5494 ~ 37.5535,2.0
127.0132 ~ 127.01910000000001,37.5535 ~ 37.557599999999994,5.0
127.0132 ~ 127.01910000000001,37.557599999999994 ~ 37.561699999999995,53.0
127.0132 ~ 127.01910000000001,37.561699999999995 ~ 37.565799999999996,220.0
127.0132 ~ 127.01910000000001,37.565799999999996 ~ 37.5699,126.0
127.0132 ~ 127.01910000000001,37.5699 ~ 37.574,152.0
127.0132 ~ 127.01910000000001,37.574 ~ 37.5781,58.0
127.0132 ~ 127.01910000000001,37.5781 ~ 37.58219999999999,25.0
127.0132 ~ 127.01910000000001,37.58219999999999 ~ 37.586299999999994,6.0
127.0132 ~ 127.01910000000001,37.586299999999994 ~ 37.590399999999995,87.0
127.0132 ~ 127.01910000000001,37.590399999999995 ~ 37.5945,245.0
127.0132 ~ 127.01910000000001,37.5945 ~ 37.5986,30.0
127.0132 ~ 127.01910000000001,37.5986 ~ 37.6027,41.0
127.0132 ~ 127.01910000000001,37.6027 ~ 37.6068,14.0
127.0132 ~ 127.01910000000001,37.6068 ~ 37.610899999999994,24.0
127.0132 ~ 127.01910000000001,37.610899999999994 ~ 37.614999999999995,9.0
127.0132 ~ 127.01910000000001,37.614999999999995 ~ 37.619099999999996,22.0
127.0132 ~ 127.01910000000001,37.619099999999996 ~ 37.6232,49.0
127.0132 ~ 127.01910000000001,37.6232 ~ 37.6273,37.0
127.0132 ~ 127.01910000000001,37.6273 ~ 37.6314,33.0
127.0132 ~ 127.01910000000001,37.6314 ~ 37.63549999999999,64.0
127.0132 ~ 127.01910000000001,37.63549999999999 ~ 37.639599999999994,32.0
127.0132 ~ 127.01910000000001,37.639599999999994 ~ 37.643699999999995,47.0
127.0132 ~ 127.01910000000001,37.643699999999995 ~ 37.6478,65.0
127.0132 ~ 127.01910000000001,37.6478 ~ 37.6519,61.0
127.0132 ~ 127.01910000000001,37.6519 ~ 37.656,21.0
127.0132 ~ 127.01910000000001,37.656 ~ 37.6601,20.0
127.0132 ~ 127.01910000000001,37.6601 ~ 37.664199999999994,7.0
127.0132 ~ 127.01910000000001,37.664199999999994 ~ 37.668299999999995,0.0
127.0132 ~ 127.01910000000001,37.668299999999995 ~ 37.672399999999996,0.0
127.0132 ~ 127.01910000000001,37.672399999999996 ~ 37.6765,0.0
127.0132 ~ 127.01910000000001,37.6765 ~ 37.6806,0.0
127.0132 ~ 127.01910000000001,37.6806 ~ 37.6847,0.0
127.0132 ~ 127.01910000000001,37.6847 ~ 37.68879999999999,0.0
127.0132 ~ 127.01910000000001,37.68879999999999 ~ 37.692899999999995,0.0
127.0132 ~ 127.01910000000001,37.692899999999995 ~ 37.696999999999996,0.0
127.0132 ~ 127.01910000000001,37.696999999999996 ~ 37.7011,0.0
127.0132 ~ 127.01910000000001,37.7011 ~ 37.7052,0.0
127.0132 ~ 127.01910000000001,37.7052 ~ 37.7093,0.0
127.0132 ~ 127.01910000000001,37.7093 ~ 37.7134,0.0
127.0132 ~ 127.01910000000001,37.7134 ~ 37.717499999999994,0.0
127.01910000000001 ~ 127.025,37.41 ~ 37.4141,0.0
127.01910000000001 ~ 127.025,37.4141 ~ 37.4182,0.0
127.01910000000001 ~ 127.025,37.4182 ~ 37.4223,0.0
127.01910000000001 ~ 127.025,37.4223 ~ 37.426399999999994,0.0
127.01910000000001 ~ 127.025,37.426399999999994 ~ 37.430499999999995,0.0
127.01910000000001 ~ 127.025,37.430499999999995 ~ 37.434599999999996,0.0
127.01910000000001 ~ 127.025,37.434599999999996 ~ 37.4387,0.0
127.01910000000001 ~ 127.025,37.4387 ~ 37.4428,0.0
127.01910000000001 ~ 127.025,37.4428 ~ 37.4469,0.0
127.01910000000001 ~ 127.025,37.4469 ~ 37.45099999999999,0.0
127.01910000000001 ~ 127.025,37.45099999999999 ~ 37.455099999999995,0.0
127.01910000000001 ~ 127.025,37.455099999999995 ~ 37.459199999999996,2.0
127.01910000000001 ~ 127.025,37.459199999999996 ~ 37.4633,1.0
127.01910000000001 ~ 127.025,37.4633 ~ 37.4674,6.0
127.01910000000001 ~ 127.025,37.4674 ~ 37.4715,8.0
127.01910000000001 ~ 127.025,37.4715 ~ 37.4756,0.0
127.01910000000001 ~ 127.025,37.4756 ~ 37.479699999999994,0.0
127.01910000000001 ~ 127.025,37.479699999999994 ~ 37.483799999999995,3.0
127.01910000000001 ~ 127.025,37.483799999999995 ~ 37.487899999999996,52.0
127.01910000000001 ~ 127.025,37.487899999999996 ~ 37.492,6.0
127.01910000000001 ~ 127.025,37.492 ~ 37.4961,37.0
127.01910000000001 ~ 127.025,37.4961 ~ 37.5002,32.0
127.01910000000001 ~ 127.025,37.5002 ~ 37.50429999999999,181.0
127.01910000000001 ~ 127.025,37.50429999999999 ~ 37.508399999999995,233.0
127.01910000000001 ~ 127.025,37.508399999999995 ~ 37.512499999999996,277.0
127.01910000000001 ~ 127.025,37.512499999999996 ~ 37.5166,64.0
127.01910000000001 ~ 127.025,37.5166 ~ 37.5207,410.0
127.01910000000001 ~ 127.025,37.5207 ~ 37.5248,174.0
127.01910000000001 ~ 127.025,37.5248 ~ 37.52889999999999,5.0
127.01910000000001 ~ 127.025,37.52889999999999 ~ 37.532999999999994,0.0
127.01910000000001 ~ 127.025,37.532999999999994 ~ 37.537099999999995,0.0
127.01910000000001 ~ 127.025,37.537099999999995 ~ 37.541199999999996,0.0
127.01910000000001 ~ 127.025,37.541199999999996 ~ 37.5453,0.0
127.01910000000001 ~ 127.025,37.5453 ~ 37.5494,125.0
127.01910000000001 ~ 127.025,37.5494 ~ 37.5535,24.0
127.01910000000001 ~ 127.025,37.5535 ~ 37.557599999999994,51.0
127.01910000000001 ~ 127.025,37.557599999999994 ~ 37.561699999999995,12.0
127.01910000000001 ~ 127.025,37.561699999999995 ~ 37.565799999999996,113.0
127.01910000000001 ~ 127.025,37.565799999999996 ~ 37.5699,197.0
127.01910000000001 ~ 127.025,37.5699 ~ 37.574,110.0
127.01910000000001 ~ 127.025,37.574 ~ 37.5781,146.0
127.01910000000001 ~ 127.025,37.5781 ~ 37.58219999999999,48.0
127.01910000000001 ~ 127.025,37.58219999999999 ~ 37.586299999999994,41.0
127.01910000000001 ~ 127.025,37.586299999999994 ~ 37.590399999999995,31.0
127.01910000000001 ~ 127.025,37.590399999999995 ~ 37.5945,55.0
127.01910000000001 ~ 127.025,37.5945 ~ 37.5986,13.0
127.01910000000001 ~ 127.025,37.5986 ~ 37.6027,27.0
127.01910000000001 ~ 127.025,37.6027 ~ 37.6068,45.0
127.01910000000001 ~ 127.025,37.6068 ~ 37.610899999999994,14.0
127.01910000000001 ~ 127.025,37.610899999999994 ~ 37.614999999999995,26.0
127.01910000000001 ~ 127.025,37.614999999999995 ~ 37.619099999999996,47.0
127.01910000000001 ~ 127.025,37.619099999999996 ~ 37.6232,66.0
127.01910000000001 ~ 127.025,37.6232 ~ 37.6273,60.0
127.01910000000001 ~ 127.025,37.6273 ~ 37.6314,71.0
127.01910000000001 ~ 127.025,37.6314 ~ 37.63549999999999,130.0
127.01910000000001 ~ 127.025,37.63549999999999 ~ 37.639599999999994,157.0
127.01910000000001 ~ 127.025,37.639599999999994 ~ 37.643699999999995,109.0
127.01910000000001 ~ 127.025,37.643699999999995 ~ 37.6478,71.0
127.01910000000001 ~ 127.025,37.6478 ~ 37.6519,11.0
127.01910000000001 ~ 127.025,37.6519 ~ 37.656,0.0
127.01910000000001 ~ 127.025,37.656 ~ 37.6601,4.0
127.01910000000001 ~ 127.025,37.6601 ~ 37.664199999999994,12.0
127.01910000000001 ~ 127.025,37.664199999999994 ~ 37.668299999999995,0.0
127.01910000000001 ~ 127.025,37.668299999999995 ~ 37.672399999999996,0.0
127.01910000000001 ~ 127.025,37.672399999999996 ~ 37.6765,0.0
127.01910000000001 ~ 127.025,37.6765 ~ 37.6806,0.0
127.01910000000001 ~ 127.025,37.6806 ~ 37.6847,0.0
127.01910000000001 ~ 127.025,37.6847 ~ 37.68879999999999,0.0
127.01910000000001 ~ 127.025,37.68879999999999 ~ 37.692899999999995,0.0
127.01910000000001 ~ 127.025,37.692899999999995 ~ 37.696999999999996,0.0
127.01910000000001 ~ 127.025,37.696999999999996 ~ 37.7011,0.0
127.01910000000001 ~ 127.025,37.7011 ~ 37.7052,0.0
127.01910000000001 ~ 127.025,37.7052 ~ 37.7093,0.0
127.01910000000001 ~ 127.025,37.7093 ~ 37.7134,0.0
127.01910000000001 ~ 127.025,37.7134 ~ 37.717499999999994,0.0
127.025 ~ 127.0309,37.41 ~ 37.4141,0.0
127.025 ~ 127.0309,37.4141 ~ 37.4182,0.0
127.025 ~ 127.0309,37.4182 ~ 37.4223,0.0
127.025 ~ 127.0309,37.4223 ~ 37.426399999999994,0.0
127.025 ~ 127.0309,37.426399999999994 ~ 37.430499999999995,0.0
127.025 ~ 127.0309,37.430499999999995 ~ 37.434599999999996,0.0
127.025 ~ 127.0309,37.434599999999996 ~ 37.4387,0.0
127.025 ~ 127.0309,37.4387 ~ 37.4428,0.0
127.025 ~ 127.0309,37.4428 ~ 37.4469,0.0
127.025 ~ 127.0309,37.4469 ~ 37.45099999999999,0.0
127.025 ~ 127.0309,37.45099999999999 ~ 37.455099999999995,0.0
127.025 ~ 127.0309,37.455099999999995 ~ 37.459199999999996,1.0
127.025 ~ 127.0309,37.459199999999996 ~ 37.4633,0.0
127.025 ~ 127.0309,37.4633 ~ 37.4674,10.0
127.025 ~ 127.0309,37.4674 ~ 37.4715,26.0
127.025 ~ 127.0309,37.4715 ~ 37.4756,4.0
127.025 ~ 127.0309,37.4756 ~ 37.479699999999994,3.0
127.025 ~ 127.0309,37.479699999999994 ~ 37.483799999999995,1.0
127.025 ~ 127.0309,37.483799999999995 ~ 37.487899999999996,65.0
127.025 ~ 127.0309,37.487899999999996 ~ 37.492,62.0
127.025 ~ 127.0309,37.492 ~ 37.4961,252.0
127.025 ~ 127.0309,37.4961 ~ 37.5002,271.0
127.025 ~ 127.0309,37.5002 ~ 37.50429999999999,266.0
127.025 ~ 127.0309,37.50429999999999 ~ 37.508399999999995,155.0
127.025 ~ 127.0309,37.508399999999995 ~ 37.512499999999996,87.0
127.025 ~ 127.0309,37.512499999999996 ~ 37.5166,69.0
127.025 ~ 127.0309,37.5166 ~ 37.5207,135.0
127.025 ~ 127.0309,37.5207 ~ 37.5248,174.0
127.025 ~ 127.0309,37.5248 ~ 37.52889999999999,181.0
127.025 ~ 127.0309,37.52889999999999 ~ 37.532999999999994,17.0
127.025 ~ 127.0309,37.532999999999994 ~ 37.537099999999995,11.0
127.025 ~ 127.0309,37.537099999999995 ~ 37.541199999999996,0.0
127.025 ~ 127.0309,37.541199999999996 ~ 37.5453,0.0
127.025 ~ 127.0309,37.5453 ~ 37.5494,26.0
127.025 ~ 127.0309,37.5494 ~ 37.5535,12.0
127.025 ~ 127.0309,37.5535 ~ 37.557599999999994,15.0
127.025 ~ 127.0309,37.557599999999994 ~ 37.561699999999995,24.0
127.025 ~ 127.0309,37.561699999999995 ~ 37.565799999999996,28.0
127.025 ~ 127.0309,37.565799999999996 ~ 37.5699,90.0
127.025 ~ 127.0309,37.5699 ~ 37.574,55.0
127.025 ~ 127.0309,37.574 ~ 37.5781,119.0
127.025 ~ 127.0309,37.5781 ~ 37.58219999999999,39.0
127.025 ~ 127.0309,37.58219999999999 ~ 37.586299999999994,144.0
127.025 ~ 127.0309,37.586299999999994 ~ 37.590399999999995,59.0
127.025 ~ 127.0309,37.590399999999995 ~ 37.5945,0.0
127.025 ~ 127.0309,37.5945 ~ 37.5986,1.0
127.025 ~ 127.0309,37.5986 ~ 37.6027,1.0
127.025 ~ 127.0309,37.6027 ~ 37.6068,28.0
127.025 ~ 127.0309,37.6068 ~ 37.610899999999994,78.0
127.025 ~ 127.0309,37.610899999999994 ~ 37.614999999999995,95.0
127.025 ~ 127.0309,37.614999999999995 ~ 37.619099999999996,77.0
127.025 ~ 127.0309,37.619099999999996 ~ 37.6232,78.0
127.025 ~ 127.0309,37.6232 ~ 37.6273,99.0
127.025 ~ 127.0309,37.6273 ~ 37.6314,7.0
127.025 ~ 127.0309,37.6314 ~ 37.63549999999999,44.0
127.025 ~ 127.0309,37.63549999999999 ~ 37.639599999999994,142.0
127.025 ~ 127.0309,37.639599999999994 ~ 37.643699999999995,166.0
127.025 ~ 127.0309,37.643699999999995 ~ 37.6478,29.0
127.025 ~ 127.0309,37.6478 ~ 37.6519,22.0
127.025 ~ 127.0309,37.6519 ~ 37.656,2.0
127.025 ~ 127.0309,37.656 ~ 37.6601,16.0
127.025 ~ 127.0309,37.6601 ~ 37.664199999999994,19.0
127.025 ~ 127.0309,37.664199999999994 ~ 37.668299999999995,4.0
127.025 ~ 127.0309,37.668299999999995 ~ 37.672399999999996,0.0
127.025 ~ 127.0309,37.672399999999996 ~ 37.6765,0.0
127.025 ~ 127.0309,37.6765 ~ 37.6806,0.0
127.025 ~ 127.0309,37.6806 ~ 37.6847,0.0
127.025 ~ 127.0309,37.6847 ~ 37.68879999999999,0.0
127.025 ~ 127.0309,37.68879999999999 ~ 37.692899999999995,0.0
127.025 ~ 127.0309,37.692899999999995 ~ 37.696999999999996,0.0
127.025 ~ 127.0309,37.696999999999996 ~ 37.7011,0.0
127.025 ~ 127.0309,37.7011 ~ 37.7052,0.0
127.025 ~ 127.0309,37.7052 ~ 37.7093,0.0
127.025 ~ 127.0309,37.7093 ~ 37.7134,0.0
127.025 ~ 127.0309,37.7134 ~ 37.717499999999994,0.0
127.0309 ~ 127.0368,37.41 ~ 37.4141,0.0
127.0309 ~ 127.0368,37.4141 ~ 37.4182,0.0
127.0309 ~ 127.0368,37.4182 ~ 37.4223,0.0
127.0309 ~ 127.0368,37.4223 ~ 37.426399999999994,0.0
127.0309 ~ 127.0368,37.426399999999994 ~ 37.430499999999995,0.0
127.0309 ~ 127.0368,37.430499999999995 ~ 37.434599999999996,0.0
127.0309 ~ 127.0368,37.434599999999996 ~ 37.4387,0.0
127.0309 ~ 127.0368,37.4387 ~ 37.4428,0.0
127.0309 ~ 127.0368,37.4428 ~ 37.4469,0.0
127.0309 ~ 127.0368,37.4469 ~ 37.45099999999999,0.0
127.0309 ~ 127.0368,37.45099999999999 ~ 37.455099999999995,0.0
127.0309 ~ 127.0368,37.455099999999995 ~ 37.459199999999996,2.0
127.0309 ~ 127.0368,37.459199999999996 ~ 37.4633,17.0
127.0309 ~ 127.0368,37.4633 ~ 37.4674,24.0
127.0309 ~ 127.0368,37.4674 ~ 37.4715,0.0
127.0309 ~ 127.0368,37.4715 ~ 37.4756,11.0
127.0309 ~ 127.0368,37.4756 ~ 37.479699999999994,4.0
127.0309 ~ 127.0368,37.479699999999994 ~ 37.483799999999995,37.0
127.0309 ~ 127.0368,37.483799999999995 ~ 37.487899999999996,158.0
127.0309 ~ 127.0368,37.487899999999996 ~ 37.492,178.0
127.0309 ~ 127.0368,37.492 ~ 37.4961,210.0
127.0309 ~ 127.0368,37.4961 ~ 37.5002,267.0
127.0309 ~ 127.0368,37.5002 ~ 37.50429999999999,242.0
127.0309 ~ 127.0368,37.50429999999999 ~ 37.508399999999995,103.0
127.0309 ~ 127.0368,37.508399999999995 ~ 37.512499999999996,191.0
127.0309 ~ 127.0368,37.512499999999996 ~ 37.5166,131.0
127.0309 ~ 127.0368,37.5166 ~ 37.5207,134.0
127.0309 ~ 127.0368,37.5207 ~ 37.5248,161.0
127.0309 ~ 127.0368,37.5248 ~ 37.52889999999999,210.0
127.0309 ~ 127.0368,37.52889999999999 ~ 37.532999999999994,2.0
127.0309 ~ 127.0368,37.532999999999994 ~ 37.537099999999995,0.0
127.0309 ~ 127.0368,37.537099999999995 ~ 37.541199999999996,0.0
127.0309 ~ 127.0368,37.541199999999996 ~ 37.5453,0.0
127.0309 ~ 127.0368,37.5453 ~ 37.5494,0.0
127.0309 ~ 127.0368,37.5494 ~ 37.5535,15.0
127.0309 ~ 127.0368,37.5535 ~ 37.557599999999994,10.0
127.0309 ~ 127.0368,37.557599999999994 ~ 37.561699999999995,123.0
