"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3140000","3140000-105-2012-00006","20120711","","01","영업/정상","01","영업","","","","","0226492881","30.00","158806","서울특별시 양천구 목동 408-121번지 지하1층 ","서울특별시 양천구 오목로 282 (목동 지하1층)","08003","하늘교육구내식당","20190403150252","U","2019-04-05 02:40:00.0","산업체","188309.626961151    ","446993.871604846    ","산업체","","","","","상수도전용","","0","","","","","0","0","N","30","","",""
"3140000","3140000-105-2018-00002","20180112","","01","영업/정상","01","영업","","","","","","17.00","158887","서울특별시 양천구 신정동 330-13번지 ","서울특별시 양천구 목동남로 94 (신정동)","08101","구립신나는어린이집","20180112103931","I","2018-08-31 23:59:59.0","어린이집","188345.156371228    ","445424.884901862    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","17","","",""
"3140000","3140000-105-2018-00003","20180130","","01","영업/정상","01","영업","","","","","000226498815",".00","158070","서울특별시 양천구 신정동 325-3번지 양천노인종합복지관 ","서울특별시 양천구 목동로3길 106 양천노인종합복지관 (신정동)","08098","양천어르신종합복지관","20180130160942","I","2018-08-31 23:59:59.0","사회복지시설","187422.69           ","445372.815          ","사회복지시설","","","","","상수도전용","","0","","","","","0","0","N","0","","",""
"3140000","3140000-105-2018-00004","20180228","","01","영업/정상","01","영업","","","","","",".00","158823","서울특별시 양천구 신월동 44-24번지 ","서울특별시 양천구 남부순환로 310 4층 (신월동)","07909","(주)덕신하우징","20180906143702","U","2018-09-06 23:59:59.0","산업체","184549.26           ","448523.645          ","산업체","","","","","상수도전용","","0","","","","","0","0","N","0","","",""
"3140000","3140000-105-2005-00059","20050804","","01","영업/정상","01","영업","","","","","0226464265","6.41","158880","서울특별시 양천구 목동 912번지 ","서울특별시 양천구 목동동로 350 (목동)","07987","원일유치원","20170721124030","I","2018-08-31 23:59:59.0","어린이집","189508.199599752    ","447992.012379346    ","어린이집","","","","","상수도전용","","0","","","","","","","N","6.41","","",""
"3140000","3140000-105-2005-00060","20050808","","01","영업/정상","01","영업","","","","","0226510856","26.40","158070","서울특별시 양천구 신정동 276번지 ","서울특별시 양천구 목동로3길 57 (신정동)","08100","구립양천어린이집","20170928100103","I","2018-08-31 23:59:59.0","어린이집","188012.804745161    ","445428.447103333    ","어린이집","","","","","상수도전용","","","","","","","","","N","26.4","","",""
"3140000","3140000-105-2005-00062","20050809","","01","영업/정상","01","영업","","","","","0226079224","18.48","158822","서울특별시 양천구 신월동 9-2번지 ","서울특별시 양천구 월정로 289 (신월동)","07902","둥지어린이집(구립)","20161017171215","I","2018-08-31 23:59:59.0","어린이집","184778.49247621     ","448956.393369102    ","어린이집","","","","","상수도전용","","0","","","","","","","N","18.48","","",""
"3140000","3140000-105-2005-00018","20050713","","01","영업/정상","01","영업","","","","","0226969594","10.56","158823","서울특별시 양천구 신월동 48-12번지 ","서울특별시 양천구 가로공원로 85 (신월동)","07909","구립파란들어린이집","20170105093247","I","2018-08-31 23:59:59.0","어린이집","184495.17209953     ","448173.566319457    ","어린이집","","","","","상수도전용","","0","","","","","","","N","10.56","","",""
"3140000","3140000-105-2005-00069","20050905","","01","영업/정상","01","영업","","","","","0226462561","11.31","158879","서울특별시 양천구 목동 911번지 ","서울특별시 양천구 목동동로 430 (목동)","07986","한서유치원","20170721124220","I","2018-08-31 23:59:59.0","어린이집","189749.776358917    ","448050.161097073    ","어린이집","","","","","상수도전용","","0","","","","","","","N","11.31","","",""
"3140000","3140000-105-2003-00012","20031101","","01","영업/정상","01","영업","","","","","0226488570",".00","158879","서울특별시 양천구 목동 909번지 ","서울특별시 양천구 목동서로 31 (목동)","07984","월촌중학교","20161018095942","I","2018-08-31 23:59:59.0","학교","189591.500240064    ","448362.498927235    ","학교","","","","","상수도전용","","","","","","","","","N","180","","",""
"3140000","3140000-105-2005-00070","20050907","","01","영업/정상","01","영업","","","","","0226465675","9.31","158875","서울특별시 양천구 목동 903번지 목동아파트3단지내 ","서울특별시 양천구 목동서로 100 (목동 목동아파트3단지내)","07982","아란유치원","20170721124257","I","2018-08-31 23:59:59.0","어린이집","188700.851169641    ","448020.090999138    ","어린이집","","","","","상수도전용","","0","","","","","","","N","9.31","","",""
"3140000","3140000-105-2005-00071","20050914","","01","영업/정상","01","영업","","","","","0226031020","","158860","서울특별시 양천구 신정동 998-22번지 ","서울특별시 양천구 목동로15길 24 (신정동)","08022","은혜어린이집(구립)","20161017165857","I","2018-08-31 23:59:59.0","어린이집","187746.774228481    ","446876.480067062    ","어린이집","","","","","상수도전용","","","","","","","","","N","0","","",""
"3140000","3140000-105-2003-00001","20030208","","01","영업/정상","01","영업","","","","","0226930425","179.78","158843","서울특별시 양천구 신월동 610-3번지 ","서울특별시 양천구 중앙로29길 109 (신월동)","08061","신남중학교","20161018100947","I","2018-08-31 23:59:59.0","학교","186491.670410375    ","446479.002032913    ","학교","","","","","상수도전용","","","","","","","","","N","179.78","","",""
"3140000","3140000-105-1998-00018","19981224","","01","영업/정상","01","영업","","","","","0226975821","13.00","158842","서울특별시 양천구 신월동 590-1번지 ","서울특별시 양천구 절골8길 33 (신월동)","08069","서울신남초등학교","20161017175143","I","2018-08-31 23:59:59.0","학교","186231.019569991    ","445973.870909716    ","학교","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","125","","",""
"3140000","3140000-105-1999-00019","19990105","","01","영업/정상","01","영업","","","","","0226423862","109.34","158879","서울특별시 양천구 목동 909-12번지 ","서울특별시 양천구 목동서로 15 (목동)","07984","한가람고등학교","20161017175209","I","2018-08-31 23:59:59.0","학교","189668.460949388    ","448395.846725153    ","학교","2","5","기타","기타","상수도전용","","","","","","","","","N","331.1","","",""
"3140000","3140000-105-1999-00027","19990315","","01","영업/정상","01","영업","","","","","0226435773","146.70","158881","서울특별시 양천구 목동 929번지 ","서울특별시 양천구 목동서로2길 22 (목동)","07979","서울목원초등학교","20161017175424","I","2018-08-31 23:59:59.0","학교","189471.306217651    ","448806.969143828    ","학교","0","5","아파트지역","기타","상수도전용","","","","","","","","","N","178.2","","",""
"3140000","3140000-105-1999-00028","19990315","","01","영업/정상","01","영업","","","","","02  20867505","702.00","158855","서울특별시 양천구 신정동 729-0번지 ","서울특별시 양천구 신정로 213 (신정동)","08080","금옥여자고등학교","20161017175456","I","2018-08-31 23:59:59.0","학교","186212.077225528    ","445395.940461092    ","학교","1","16","학교정화(절대)","기타","상수도전용","","","","","","","","","N","251.55","","",""
"3140000","3140000-105-1999-00029","19990318","","01","영업/정상","01","영업","","","","","0226971001","206.10","158823","서울특별시 양천구 신월동 43-3번지 ","서울특별시 양천구 남부순환로30길 17 (신월동)","07909","광영고등학교","20161017175621","I","2018-08-31 23:59:59.0","학교","184383.822944091    ","448400.817278971    ","학교","0","29","학교정화(절대)","기타","상수도전용","","0","","","","","","","N","394.68","","",""
"3140000","3140000-105-1999-00031","19990325","","01","영업/정상","01","영업","","","","","0226960110","101.88","158855","서울특별시 양천구 신정동 733번지 ","서울특별시 양천구 신정로13길 16 (신정동)","08080","백암고등학교","20170321144440","I","2018-08-31 23:59:59.0","학교","186166.117203601    ","445512.003812245    ","학교","1","19","학교정화(절대)","기타","상수도전용","","0","","","","","","","N","165.6","","",""
"3140000","3140000-105-1999-00032","19990331","","01","영업/정상","01","영업","","","","","0226042915","143.25","158833","서울특별시 양천구 신월동 441번지 ","서울특별시 양천구 오목로 31 (신월동)","07930","서울강서초등학교","20161017175717","I","2018-08-31 23:59:59.0","학교","185832.817460747    ","446682.113091964    ","학교","0","8","학교정화(상대)","자율","상수도전용","","","","","","","","","N","577.8","","",""
"3140000","3140000-105-1999-00033","19990408","","01","영업/정상","01","영업","","","","","0226062307","132.00","158834","서울특별시 양천구 신월동 448-5번지 ","서울특별시 양천구 중앙로55길 72 (신월동)","07931","서울신강초등학교","20161017175745","I","2018-08-31 23:59:59.0","학교","185911.610421146    ","447078.992574734    ","학교","0","7","학교정화(절대)","기타","상수도전용","","","","","","","","","N","132","","",""
"3160000","3160000-105-1997-00037","19971009","","03","폐업","02","폐업","20060329","","","","02 6150524",".00","152822","서울특별시 구로구 고척동 9-14번지 0000동 0000호","","","고척도서관","20010926000000","I","2018-08-31 23:59:59.0","집단급식소","","","집단급식소","0","0","기타","기타","상수도전용","","0","","","","","","","N","0","","",""
"3140000","3140000-105-2003-00007","20030813","","01","영업/정상","01","영업","","","","","0226517500","2169.00","158808","서울특별시 양천구 목동 513번지 ","서울특별시 양천구 공항대로 610 (목동)","07968","포미즈여성병원","20170928092341","I","2018-08-31 23:59:59.0","병원","188635.230900983    ","449396.806374349    ","병원","","","","","상수도전용","","","","","","","","","N","2169","","",""
"3140000","3140000-105-2003-00008","20030816","","01","영업/정상","01","영업","","","","","0226431108","","158849","서울특별시 양천구 신정동 88-1번지 ","서울특별시 양천구 목동동로 172 (신정동)","08010","목동중학교","20161018101200","I","2018-08-31 23:59:59.0","학교","188567.96710747     ","446485.857811834    ","학교","","","","","상수도전용","","","","","","","","","N","0","","",""
"3140000","3140000-105-2003-00014","20030205","","01","영업/정상","01","영업","","","","","0226027721","495.00","158822","서울특별시 양천구 신월동 25번지 지상4층 ","서울특별시 양천구 화곡로 73 지상4층 (신월동)","07902","강서경찰서직원복지위원회(구내식당)","20161017173317","I","2018-08-31 23:59:59.0","공공기관","184919.844999682    ","448625.835577311    ","공공기관","","","","","상수도전용","","","","","","","","","N","132","","",""
"3140000","3140000-105-1992-00008","19920516","","01","영업/정상","01","영업","","","","","0226047551","336.70","158824","서울특별시 양천구 신월동 51-11번지 ","서울특별시 양천구 남부순환로 331 (신월동)","07905","메디힐병원","20161017174949","I","2018-08-31 23:59:59.0","병원","184705.403438448    ","448358.384142464    ","병원","0","0","기타","기타","상수도전용","","0","","","","","","","N","162","","",""
"3140000","3140000-105-1993-00010","19930401","","01","영업/정상","01","영업","","","","","0261106512","327.40","158070","서울특별시 양천구 신정동 276-0번지 ","서울특별시 양천구 목동로3길 41 (신정동)","08100","서울메트로신정차량사업소","20170823185416","I","2018-08-31 23:59:59.0","공공기관","188012.804745161    ","445428.447103333    ","공공기관","0","0","기타","기타","상수도전용","","0","","","","","","","N","1023.03","","",""
"3140000","3140000-105-1993-00011","19930817","","01","영업/정상","01","영업","","","","","0226505263","506.99","158879","서울특별시 양천구 목동 911-1번지 ","서울특별시 양천구 안양천로 1071 (목동 이화여자대학교의과대학부속목동병원)","07985","이화여자대학교의과대학부속 목동병원","20200228143044","U","2020-03-01 02:40:00.0","병원","189878.40729119     ","448255.199632516    ","병원","0","0","기타","기타","상수도전용","","0","","","","","","","N","777.07","","",""
"3140000","3140000-105-2019-00009","20190508","","01","영업/정상","01","영업","","","","","0226965601","132.00","158840","서울특별시 양천구 신월동 546-27번지 4층 ","서울특별시 양천구 신월로 151 4층 (신월동)","08032","솔빛한방병원","20190508170231","I","2019-05-10 02:20:42.0","병원","185827.975624821    ","446176.194065655    ","병원","","","","","","","0","","","","","0","0","N","132","","",""
"3140000","3140000-105-2019-00007","20190425","","01","영업/정상","01","영업","","","","","","15.97","158812","서울특별시 양천구 목동 655-16번지 구립목3동보듬이어린이집 ","서울특별시 양천구 목동중앙남로16마길 35-10 구립목3동보듬이어린이집 (목동)","07951","구립목3동보듬이어린이집","20190425114346","I","2019-04-27 02:20:31.0","어린이집","187881.550708201    ","449236.333206296    ","어린이집","","","","","상수도전용","","13","","","","","0","0","N","15.97","","",""
"3140000","3140000-105-2019-00006","20190402","","01","영업/정상","01","영업","","","","","","52.68","158856","서울특별시 양천구 신정동 881-1번지 ","서울특별시 양천구 국회대로 214 1~2층 (신정동)","07938","SBS어린이집","20190402135408","I","2019-04-04 02:20:12.0","어린이집","187448.570903963    ","447402.779571484    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","25.18","","",""
"3140000","3140000-105-2019-00003","20190227","","01","영업/정상","01","영업","","","","","","16.50","158070","서울특별시 양천구 신정동 310-11번지 구립해바라기어린이집 ","서울특별시 양천구 목동동로1길 33 구립해바라기어린이집 (신정동)","08090","구립해바라기어린이집","20190227143547","I","2019-03-01 02:21:54.0","어린이집","187249.317873069    ","446114.410048234    ","어린이집","","","","","","","0","","","","","0","0","N","16.5","","",""
"3140000","3140000-105-2019-00001","20190215","","01","영업/정상","01","영업","","","","","","21.00","158885","서울특별시 양천구 신정동 322-11번지 해누리타운 ","서울특별시 양천구 목동동로 81 해누리타운 1층 (신정동)","08094","양천구청직장어린이집","20190218152045","U","2019-02-20 02:40:00.0","어린이집","187901.218945668    ","445984.041714478    ","어린이집","","","","","","","0","","","","","0","0","N","21","","",""
"3140000","3140000-105-2019-00004","20190228","","01","영업/정상","01","영업","","","","","","10.00","158811","서울특별시 양천구 목동 627-7번지 ","서울특별시 양천구 목동중앙북로8다길 13 (목동)","07950","등촌어린이집","20190228131305","I","2019-03-02 02:21:37.0","어린이집","188078.802501363    ","449355.938021288    ","어린이집","","","","","","","0","","","","","0","0","N","10","","",""
"3140000","3140000-105-2019-00002","20190222","","01","영업/정상","01","영업","","","","","02  26954620","113.13","158070","서울특별시 양천구 신정동 1321-7번지 구립양천노인요양센터 ","서울특별시 양천구 신월로 26 구립양천노인요양센터 (신정동)","08051","구립양천어르신요양센터","20190225102725","U","2019-02-27 02:40:00.0","사회복지시설","184638.592159799    ","445650.194500934    ","사회복지시설","","","","","","","","","","","","","","N","52.49","","",""
"3140000","3140000-105-2019-00005","20190312","","01","영업/정상","01","영업","","","","","","33.00","158809","서울특별시 양천구 목동 531-17번지 구립목2동어린이집 ","서울특별시 양천구 목동중앙본로 104-1 구립목2동어린이집 (목동)","07973","구립목2동어린이집","20190312094610","I","2019-03-14 02:21:50.0","어린이집","188540.256058251    ","449189.713040932    ","어린이집","","","","","","","0","","","","","0","0","N","33","","",""
"3140000","3140000-105-2016-00001","20160108","","01","영업/정상","01","영업","","","","","02  26433352","133.18","158817","서울특별시 양천구 목동 765-1번지 지상1층 ","서울특별시 양천구 목동중앙로3길 21 지상1층 (목동)","07962","목동실버복지문화센터","20170105092728","I","2018-08-31 23:59:59.0","사회복지시설","188372.966259655    ","448252.114882652    ","사회복지시설","","","","","상수도전용","","0","","","","","0","0","N","50.47","","",""
"3140000","3140000-105-2018-00019","20181121","","01","영업/정상","01","영업","","","","","",".00","158806","서울특별시 양천구 목동 408-121번지 서원빌딩 ","서울특별시 양천구 오목로 282 서원빌딩 (목동)","08003","목동성모요양병원","20181121155641","I","2018-11-23 02:36:27.0","병원","188309.626961151    ","446993.871604846    ","병원","","","","","","","0","","","","","0","0","N","0","","",""
"3140000","3140000-105-2005-00022","20050713","","01","영업/정상","01","영업","","","","","0226978513","14.00","158843","서울특별시 양천구 신월동 611-2번지 1층 ","서울특별시 양천구 신월로24길 19 1층 (신월동)","08061","즐거운어린이집(구립)","20161017173013","I","2018-08-31 23:59:59.0","어린이집","186506.95099500000  ","446738.45268000000  ","어린이집","","","","","상수도전용","","0","","","","","","","N","14","","",""
"3140000","3140000-105-2005-00023","20050713","","01","영업/정상","01","영업","","","","","0226551135","46.32","158879","서울특별시 양천구 목동 909-9번지 ","서울특별시 양천구 목동동로 419 (목동)","07984","에덴어린이집","20170105095133","I","2018-08-31 23:59:59.0","어린이집","189606.474101545    ","448283.82895719     ","어린이집","","","","","상수도전용","","0","","","","","","","N","46.32","","",""
"3140000","3140000-105-2005-00025","20050714","","01","영업/정상","01","영업","","","","","0226908543","17.85","158840","서울특별시 양천구 신월동 540-1번지 한빛복지관내 ","서울특별시 양천구 신월로11길 16 (신월동 한빛복지관내)","08031","한빛어린이집(수정)","20170105103421","I","2018-08-31 23:59:59.0","어린이집","185806.106834547    ","446326.950565347    ","어린이집","","","","","상수도전용","","0","","","","","","","N","17.85","","",""
"3140000","3140000-105-2005-00026","20050714","","01","영업/정상","01","영업","","","","","0226051357","13.92","158827","서울특별시 양천구 신월동 121-36번지 ","서울특별시 양천구 곰달래로9길 12 (신월동)","07923","사슴유치원","20170721122319","I","2018-08-31 23:59:59.0","어린이집","185424.762067941    ","447642.663426813    ","어린이집","","","","","상수도전용","","0","","","","","","","N","13.92","","",""
"3140000","3140000-105-2016-00002","20160303","","01","영업/정상","01","영업","","","","","0226017856","26.80","158859","서울특별시 양천구 신정동 949-5번지 신정4동어린이집 지상1층 ","서울특별시 양천구 오목로34길 5 (신정동 신정4동어린이집 지상1층)","08020","구립신정4동어린이집","20171010100438","I","2018-08-31 23:59:59.0","어린이집","187183.428364543    ","446935.200707767    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","20.4","","",""
"3140000","3140000-105-2016-00003","20160317","","01","영업/정상","01","영업","","","","","0226424963","33.00","158070","서울특별시 양천구 신정동 311-3번지 세신유치원 ","서울특별시 양천구 목동동로1길 38 (신정동 세신유치원)","08090","세신유치원","20170928094819","I","2018-08-31 23:59:59.0","어린이집","187274.30098855     ","446171.568432773    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","15","","",""
"3140000","3140000-105-2016-00005","20160520","","01","영업/정상","01","영업","","","","","07073795603","26.00","158090","서울특별시 양천구 신월동 36-1번지 신동아파밀리에아파트 지상1층 108동 ","서울특별시 양천구 화곡로 25 108동 지상1층 (신월동 신동아파밀리에아파트)","07908","이글아이어린이집","20170928092956","I","2018-08-31 23:59:59.0","어린이집","184448.272783027    ","448613.107419385    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","26","","",""
"3140000","3140000-105-2016-00006","20160901","","01","영업/정상","01","영업","","","","","0226976281","100.93","158831","서울특별시 양천구 신월동 226-8번지 승욱빌딩 지하1층 ","서울특별시 양천구 곰달래로 30 지하1층 (신월동 승욱빌딩)","07925","신월실버요양원","20190401144924","U","2019-04-03 02:40:00.0","사회복지시설","185444.060673275    ","447512.371736581    ","사회복지시설","","","","","상수도전용","","0","","","","","0","0","N","27.23","","",""
"3140000","3140000-105-2005-00027","20050714","","01","영업/정상","01","영업","","","","","0226496204","33.00","158885","서울특별시 양천구 신정동 322-2번지 ","서울특별시 양천구 목동동로 75 (신정동)","08094","세신어린이집","20170928095951","I","2018-08-31 23:59:59.0","어린이집","187854.915737238    ","445984.102020464    ","어린이집","","","","","상수도전용","","0","","","","","","","N","33","","",""
"3140000","3140000-105-2005-00028","20050714","","01","영업/정상","01","영업","","","","","0226901393","17.39","158871","서울특별시 양천구 신정동 937-4번지 ","서울특별시 양천구 신정중앙로2길 10-13 (신정동)","07941","구립산들어린이집","20170105102740","I","2018-08-31 23:59:59.0","어린이집","186738.229357054    ","447192.57619297     ","어린이집","","","","","상수도전용","","0","","","","","","","N","17.39","","",""
"3140000","3140000-105-2005-00024","20050714","","01","영업/정상","01","영업","","","","","0226931502","8.75","158856","서울특별시 양천구 신정동 884-19번지 ","서울특별시 양천구 신정중앙로21길 38 (신정동)","07938","어깨동무어린이집","20170105103345","I","2018-08-31 23:59:59.0","어린이집","187480.10293042     ","447259.29229464     ","어린이집","","","","","상수도전용","","0","","","","","","","N","8.75","","",""
"3140000","3140000-105-2016-00008","20161103","","01","영업/정상","01","영업","","","","","0226132233","13.20","158855","서울특별시 양천구 신정동 831번지 신정숲속마을어린이집 지상1층 ","서울특별시 양천구 신정로 110 지상1층 (신정동 신정숲속마을어린이집)","08111","구립신정숲속마을어린이집","20161103164204","I","2018-08-31 23:59:59.0","어린이집","185388.266752       ","444868.742452       ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","9.9","","",""
"3140000","3140000-105-2007-00006","20070702","","01","영업/정상","01","영업","","","","","0226016603","16.50","158845","서울특별시 양천구 신월동 932-7번지 지하1층1층2층 ","서울특별시 양천구 지양로11길 9 (신월동 지하1층1층2층)","08037","우리또래어린이집","20161017165043","I","2018-08-31 23:59:59.0","어린이집","185111.314795277    ","446653.365125428    ","어린이집","","","","","상수도전용","","0","","","","자가","0","0","N","16.5","","",""
"3140000","3140000-105-2007-00007","20070727","","01","영업/정상","01","영업","","","","","0226938252","23.10","158860","서울특별시 양천구 신정동 979-32번지 ","서울특별시 양천구 은행정로7길 24 (신정동)","08027","고려창의스쿨어린이집","20170928095326","I","2018-08-31 23:59:59.0","어린이집","187283.803492711    ","446679.448730283    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","23.1","","",""
"3140000","3140000-105-2007-00008","20071101","","01","영업/정상","01","영업","","","","","0226531007","17.40","158851","서울특별시 양천구 신정동 189-1번지 ","서울특별시 양천구 목동남로2길 60-16 (신정동)","08105","향기나는어린이집","20170105102120","I","2018-08-31 23:59:59.0","어린이집","187869.641700478    ","444905.824632031    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","17.4","","",""
"3140000","3140000-105-2007-00010","20071107","","01","영업/정상","01","영업","","","","","0226954006","9.90","158839","서울특별시 양천구 신월동 521-4번지 ","서울특별시 양천구 남부순환로73길 15-8 (신월동)","08031","지원어린이집","20170928093719","I","2018-08-31 23:59:59.0","어린이집","185791.430808294    ","446517.655524081    ","어린이집","","","","","상수도전용","","","","","","","","","N","9.9","","",""
"3140000","3140000-105-2008-00001","20080108","","01","영업/정상","01","영업","","","","","0226067774","9.90","158842","서울특별시 양천구 신월동 591-1번지 ","서울특별시 양천구 중앙로29길 55 (신월동)","08070","행복한삐아제어린이집","20170928093323","I","2018-08-31 23:59:59.0","어린이집","186443.256011545    ","446043.758276544    ","어린이집","","","","","상수도전용","","0","","","","","0","0","N","9.9","","",""
"3140000","3140000-105-1999-00034","19990412","","01","영업/정상","01","영업","","","","","0226466799","111.50","158817","서울특별시 양천구 목동 757-2번지 ","서울특별시 양천구 목동중앙로3길 30-10 (목동)","07961","서울정목초등학교","20161017175814","I","2018-08-31 23:59:59.0","학교","188496.708308046    ","448331.045496748    ","학교","0","7","학교정화(절대)","기타","상수도전용","","","","","","","","","N","135","","",""
"3140000","3140000-105-1999-00035","19990416","","01","영업/정상","01","영업","","","","","0226957694","198.00","158823","서울특별시 양천구 신월동 40-1번지 ","서울특별시 양천구 화곡로 16 (신월동)","07909","서울양원초등학교","20161017175840","I","2018-08-31 23:59:59.0","학교","184328.485185892    ","448531.425706841    ","학교","0","6","주택가주변","기타","상수도전용","","","","","","","","","N","198","","",""
"3140000","3140000-105-1999-00036","19990424","","01","영업/정상","01","영업","","","","","0226491451","156.00","158070","서울특별시 양천구 신정동 312-1번지 ","서울특별시 양천구 목동서로10길 35 (신정동)","08089","서울신서초등학교","20161017175904","I","2018-08-31 23:59:59.0","학교","187768.964247333    ","446455.562782159    ","학교","1","6","주택가주변","기타","상수도전용","","","","","","","","","N","180","","",""
"3140000","3140000-105-1999-00037","19990426","","01","영업/정상","01","영업","","","","","0226498497","135.50","158852","서울특별시 양천구 신정동 281-2번지 ","서울특별시 양천구 신목로5길 11-6 (신정동)","08017","서울신목초등학교","20161018092355","I","2018-08-31 23:59:59.0","학교","188690.185549981    ","446083.811039928    ","학교","0","8","주택가주변","기타","상수도전용","","","","","","","","","N","182.25","","",""
"3140000","3140000-105-1999-00038","19990429","","01","영업/정상","01","영업","","","","","0226036511","171.30","158860","서울특별시 양천구 신정동 1001번지 ","서울특별시 양천구 목동로11길 30 (신정동)","08021","서울양목초등학교","20161018092420","I","2018-08-31 23:59:59.0","학교","187663.105806482    ","446837.384894815    ","학교","0","6","주택가주변","기타","상수도전용","","0","","","","","","","N","180","","",""
"3140000","3140000-105-1999-00039","19990430","","01","영업/정상","01","영업","","","","","0226487002","123.90","158050","서울특별시 양천구 목동 927-5번지 ","서울특별시 양천구 목동로8길 19 (목동)","08002","서울서정초등학교","20161018092446","I","2018-08-31 23:59:59.0","학교","188203.666864399    ","446875.581017717    ","학교","0","7","학교정화(절대)","기타","상수도전용","","","","","","","","","N","147.93","","",""
"3140000","3140000-105-1999-00040","19990501","","01","영업/정상","01","영업","","","","","0226050501","170.00","158847","서울특별시 양천구 신월동 987-3번지 ","서울특별시 양천구 신월로 97 (신월동)","08042","서울강월초등학교","20161018092510","I","2018-08-31 23:59:59.0","학교","185253.900744951    ","445995.342532668    ","학교","1","6","학교정화(절대)","기타","상수도전용","","","","","","","","","N","185","","",""
"3140000","3140000-105-1999-00041","19990513","","01","영업/정상","01","영업","","","","","0226029706","174.60","158871","서울특별시 양천구 신정동 941번지 ","서울특별시 양천구 오목로23길 24 (신정동)","07942","서울양동초등학교","20161018092600","I","2018-08-31 23:59:59.0","학교","186777.993164981    ","447104.251781095    ","학교","0","6","주택가주변","기타","상수도전용","","","","","","","","","N","523.8","","",""
"3140000","3140000-105-1999-00047","19990628","","01","영업/정상","01","영업","","","","","0226473666","153.20","158873","서울특별시 양천구 목동 901-1번지 ","서울특별시 양천구 목동중앙로 132 (목동)","07980","서울월촌초등학교","20161018095912","I","2018-08-31 23:59:59.0","학교","188987.616884725    ","448648.011860811    ","학교","0","4","학교정화(절대)","기타","상수도전용","","0","","","","","","","N","153.2","","",""
"3140000","3140000-105-1999-00048","19990913","","01","영업/정상","01","영업","","","","","0226084674","184.00","158830","서울특별시 양천구 신월동 202-1번지 ","서울특별시 양천구 남부순환로58길 32 (신월동)","07915","서울신원초등학교","20171127100024","I","2018-08-31 23:59:59.0","학교","184888.835463494    ","447477.304026103    ","학교","0","6","학교정화(절대)","기타","상수도전용","","","","","","","","","N","184","","",""
"3140000","3140000-105-2005-00030","20050715","","01","영업/정상","01","영업","","","","","0226060755","18.00","158857","서울특별시 양천구 신정동 904-4번지 ","서울특별시 양천구 신정중앙로 80 (신정동)","07945","신정어린이집(구립)","20170105102811","I","2018-08-31 23:59:59.0","어린이집","187598.593698692    ","447147.978956091    ","어린이집","","","","","상수도전용","","0","","","","","","","N","18","","",""
"3140000","3140000-105-2005-00034","20050715","","01","영업/정상","01","영업","","","","","0226955004","16.50","158841","서울특별시 양천구 신월동 564-7번지 지하1층 ","서울특별시 양천구 남부순환로85길 12-19 지하1층 (신월동)","08080","청운어린이집","20170116155223","I","2018-08-31 23:59:59.0","어린이집","186000.182452059    ","445750.355947554    ","어린이집","","","","","상수도전용","","0","","","","","","","N","6.6","","",""
"3140000","3140000-105-2005-00043","20050718","","01","영업/정상","01","영업","","","","","0226079548","12.00","158843","서울특별시 양천구 신월동 608-2번지 ","서울특별시 양천구 신월로 226 (신월동)","08062","이화어린이집","20170105095414","I","2018-08-31 23:59:59.0","어린이집","186395.305287017    ","446634.469417252    ","어린이집","","","","","상수도전용","","0","","","","","","","N","12","","",""
"3140000","3140000-105-2005-00035","20050718","","01","영업/정상","01","영업","","","","","0226536262","9.00","158803","서울특별시 양천구 목동 231-50번지 ","서울특별시 양천구 목동중앙본로18길 11 (목동)","07975","엄마사랑어린이집","20161017172814","I","2018-08-31 23:59:59.0","어린이집","188426.741261858    ","448833.171822543    ","어린이집","","","","","상수도전용","","0","","","","","","","N","9","","",""
"3140000","3140000-105-1999-00049","19990914","","01","영업/정상","01","영업","","","","","0226472388","176.00","158875","서울특별시 양천구 목동 903-1번지 ","서울특별시 양천구 목동중앙로 70 (목동)","07982","서울영도초등학교","20161018100052","I","2018-08-31 23:59:59.0","학교","188573.477095576    ","448175.608355388    ","학교","0","7","학교정화(절대)","기타","상수도전용","","0","","","","","","","N","176","","",""
