No,메인 키,기관 코드,유형1,유형2,대표 기관명,전체 기관명,최하위 기관명,대표 전화번호,새 우편번호,지번 주소,도로명 주소,행정 시,행정 구,행정 동,경도,위도,상태
217,BE_LiST31-0356,3140045,지자체,8읍면동_동,서울특별시,서울특별시 양천구 신월1동주민센터,신월1동주민센터,02-2620-4050,08085,,서울특별시 양천구 중앙로32길 1 (신정동),서울특별시,양천구,신정1동,126.854288189857,37.5185758305645,정좌표
218,BE_LiST31-0357,3140046,지자체,8읍면동_동,서울특별시,서울특별시 양천구 신월2동주민센터,신월2동주민센터,02-2620-4070,08014,,서울특별시 양천구 목동동로 154 (신정동),서울특별시,양천구,신정2동,126.884045552446,37.5433975507894,인근좌표
219,BE_LiST31-0358,3140047,지자체,8읍면동_동,서울특별시,서울특별시 양천구 신월3동주민센터,신월3동주민센터,02-2620-4090,08077,,서울특별시 양천구 중앙로 209 (신정동),서울특별시,양천구,신정3동,126.854790847031,37.5151500255785,정좌표
220,BE_LiST31-0359,3140048,지자체,8읍면동_동,서울특별시,서울특별시 양천구 신월4동주민센터,신월4동주민센터,02-2620-4110,08024,,서울특별시 양천구 은행정로11가길 8 (신정동),서울특별시,양천구,신정4동,126.85864371099,37.5234240316433,정좌표
221,BE_LiST31-0360,3140049,지자체,8읍면동_동,서울특별시,서울특별시 양천구 신월5동주민센터,신월5동주민센터,02-2620-4130,08094,,서울특별시 양천구 목동서로 353 (신정동),서울특별시,양천구,신정6동,126.865493878904,37.5443478565935,인근좌표
222,BE_LiST31-0361,3140050,지자체,8읍면동_동,서울특별시,서울특별시 양천구 신월6동주민센터,신월6동주민센터,02-2620-4150,08092,,서울특별시 양천구 목동동로 37 (신정동),서울특별시,양천구,신정7동,126.871814477652,37.5424078659183,인근좌표
223,BE_LiST31-0362,3140051,지자체,8읍면동_동,서울특별시,서울특별시 양천구 신월7동주민센터,신월7동주민센터,02-2620-4170,07920,,서울특별시 양천구 곰달래로1길 38 (신월동),서울특별시,양천구,신월1동,126.831528310339,37.5328076597113,정좌표
224,BE_LiST31-0363,3140052,지자체,8읍면동_동,서울특별시,서울특별시 양천구 신정1동주민센터,신정1동주민센터,02-2620-4190,07936,,서울특별시 양천구 중앙로53길 47 (신월동),서울특별시,양천구,신월2동,126.844566899295,37.5249703457901,정좌표
225,BE_LiST31-0364,3140053,지자체,8읍면동_동,서울특별시,서울특별시 양천구 신정2동주민센터,신정2동주민센터,02-2620-4210,07910,,서울특별시 양천구 남부순환로54길 5 (신월동),서울특별시,양천구,신월3동,126.82908324954,37.5336331267793,정좌표
227,BE_LiST31-0366,3140055,지자체,8읍면동_동,서울특별시,서울특별시 양천구 신정4동주민센터,신정4동주민센터,02-2620-4250,07904,,서울특별시 양천구 화곡로4길 10 (신월동),서울특별시,양천구,신월5동,126.827174789037,37.5385830911718,정좌표
229,BE_LiST31-0368,3140058,지자체,8읍면동_동,서울특별시,서울특별시 양천구 신정7동주민센터,신정7동주민센터,02-2620-4305,08039,,서울특별시 양천구 남부순환로70길 16-3 (신월동),서울특별시,양천구,신월7동,126.834704665609,37.5218764886064,정좌표
230,BE_LiST31-0397,3020054,지자체,8읍면동_동,서울특별시,서울특별시 용산구 이태원2동주민센터,이태원2동주민센터,02-2199-8640,04342,,서울특별시 용산구 회나무로13길 58 (이태원동),서울특별시,용산구,이태원2동,126.990195424532,37.5419040901832,정좌표
231,BE_LiST31-0398,3020106,지자체,8읍면동_동,서울특별시,서울특별시 용산구 청파동주민센터,청파동주민센터,02-2199-8460,04309,,서울특별시 용산구 청파로49길 6 (청파동2가),서울특별시,용산구,청파동,126.969872493746,37.5454774168954,정좌표
232,BE_LiST31-0399,3020107,지자체,8읍면동_동,서울특별시,서울특별시 용산구 한강로동주민센터,한강로동주민센터,02-2199-8560,04386,,서울특별시 용산구 한강대로38길 28 (한강로2가),서울특별시,용산구,한강로동,126.969227744344,37.5281403694516,정좌표
233,BE_LiST31-0400,3020108,지자체,8읍면동_동,서울특별시,서울특별시 용산구 한남동주민센터,한남동주민센터,02-2199-8660,04400,,서울특별시 용산구 대사관로5길 1 (한남동),서울특별시,용산구,한남동,127.000499982037,37.5345727263292,정좌표
234,BE_LiST31-0401,3020046,지자체,8읍면동_동,서울특별시,서울특별시 용산구 효창동주민센터,효창동주민센터,02-2199-8520,04311,,서울특별시 용산구 효창원로 161 (효창동),서울특별시,용산구,효창동,126.961838071689,37.5425094328902,정좌표
235,BE_LiST31-0402,3020039,지자체,8읍면동_동,서울특별시,서울특별시 용산구 후암동주민센터,후암동주민센터,02-2199-8400,04331,,서울특별시 용산구 후암로 32-6 (후암동),서울특별시,용산구,후암동,126.978152721498,37.5486994007913,정좌표
236,BE_LiST31-0403,3110042,지자체,8읍면동_동,서울특별시,서울특별시 은평구 갈현1동주민센터,갈현1동주민센터,02-351-5092,03318,,서울특별시 은평구 갈현로 301 (갈현동),서울특별시,은평구,갈현1동,126.916692800509,37.6236952397024,정좌표
237,BE_LiST31-0404,3110043,지자체,8읍면동_동,서울특별시,서울특별시 은평구 갈현2동주민센터,갈현2동주민센터,02-351-5122,03332,,서울특별시 은평구 연서로27길 31-6 (갈현동),서울특별시,은평구,갈현2동,126.915711107371,37.6183624047486,정좌표
238,BE_LiST31-0405,3110086,지자체,8읍면동_동,서울특별시,서울특별시 은평구 구산동주민센터,구산동주민센터,02-351-5152,03426,,서울특별시 은평구 갈현로17길 10 (구산동),서울특별시,은평구,구산동,126.910354045006,37.6117548270849,정좌표
239,BE_LiST31-0406,3110038,지자체,8읍면동_동,서울특별시,서울특별시 은평구 녹번동주민센터,녹번동주민센터,02-351-5002,03384,,서울특별시 은평구 은평로 195 (녹번동),서울특별시,은평구,녹번동,126.929892506365,37.6026414081664,정좌표
240,BE_LiST31-0407,3110044,지자체,8읍면동_동,서울특별시,서울특별시 은평구 대조동주민센터,대조동주민센터,02-351-5182,03389,,서울특별시 은평구 연서로20길 24-3 (대조동),서울특별시,은평구,대조동,126.920805833926,37.61417377113,정좌표
241,BE_LiST31-0408,3110039,지자체,8읍면동_동,서울특별시,서울특별시 은평구 불광1동주민센터,불광1동주민센터,02-351-5032,03368,,서울특별시 은평구 진흥로15길 10 (불광동),서울특별시,은평구,불광1동,126.932086219504,37.610349419618,정좌표
242,BE_LiST31-0409,3110040,지자체,8읍면동_동,서울특별시,서울특별시 은평구 불광2동주민센터,불광2동주민센터,02-351-5062,03338,,서울특별시 은평구 연서로41길 16 (불광동),서울특별시,은평구,불광2동,126.927276752914,37.6264894012977,정좌표
243,BE_LiST31-0410,3110054,지자체,8읍면동_동,서울특별시,서울특별시 은평구 수색동주민센터,수색동주민센터,02-351-5422,03490,,서울특별시 은평구 은평터널로 27 (수색동),서울특별시,은평구,수색동,126.897563060966,37.5841633337555,정좌표
244,BE_LiST31-0411,3110051,지자체,8읍면동_동,서울특별시,서울특별시 은평구 신사1동주민센터,신사1동주민센터,02-351-5332,03450,,서울특별시 은평구 은평로2길 2 (신사동),서울특별시,은평구,신사1동,126.911759875258,37.5977944331746,정좌표
245,BE_LiST31-0412,3110052,지자체,8읍면동_동,서울특별시,서울특별시 은평구 신사2동주민센터,신사2동주민센터,02-351-5362,03447,,서울특별시 은평구 증산로15길 47 (신사동),서울특별시,은평구,신사2동,126.908392890196,37.5902447457852,정좌표
246,BE_LiST31-0413,3110135,지자체,8읍면동_동,서울특별시,서울특별시 은평구 역촌동주민센터,역촌동주민센터,02-351-5302,03417,,서울특별시 은평구 연서로 59 (역촌동),서울특별시,은평구,역촌동,126.915100910457,37.6044032517948,정좌표
247,BE_LiST31-0414,3110045,지자체,8읍면동_동,서울특별시,서울특별시 은평구 응암1동주민센터,응암1동주민센터,02-351-5212,03462,,서울특별시 은평구 백련산로 179 (응암동),서울특별시,은평구,응암1동,126.926749467632,37.6007018234759,정좌표
248,BE_LiST31-0415,3110046,지자체,8읍면동_동,서울특별시,서울특별시 은평구 응암2동주민센터,응암2동주민센터,02-351-5242,03475,,서울특별시 은평구 백련산로 100 (응암동),서울특별시,은평구,응암2동,126.923067512182,37.5945795571817,정좌표
249,BE_LiST31-0416,3110047,지자체,8읍면동_동,서울특별시,서울특별시 은평구 응암3동주민센터,응암3동주민센터,02-351-5272,03457,,서울특별시 은평구 불광천길410-17 (응암동),서울특별시,은평구,불광1동,126.915720751172,37.5922359851967,정좌표
250,BE_LiST31-0417,3110053,지자체,8읍면동_동,서울특별시,서울특별시 은평구 증산동주민센터,증산동주민센터,02-351-5392,03498,,서울특별시 은평구 증산서길 89 (증산동),서울특별시,은평구,증산동,126.907025203354,37.5843509551885,정좌표
251,BE_LiST31-0418,3110128,지자체,8읍면동_동,서울특별시,서울특별시 은평구 진관동주민센터,진관동주민센터,02-351-5452,03306,,서울특별시 은평구 진관2로 31 (진관동),서울특별시,은평구,진관동,126.920923297683,37.6350030453077,정좌표
252,BE_LiST31-0419,3000049,지자체,8읍면동_동,서울특별시,서울특별시 종로구 가회동주민센터,가회동주민센터,02-2148-5213,03055,,서울특별시 종로구 북촌로 35 (가회동),서울특별시,종로구,가회동,126.984788014631,37.5800492790064,정좌표
253,BE_LiST31-0420,3000047,지자체,8읍면동_동,서울특별시,서울특별시 종로구 교남동주민센터,교남동주민센터,02-2148-5184,03166,,서울특별시 종로구 송월길 154 (행촌동),서울특별시,종로구,교남동,126.961961314789,37.5719164600847,정좌표
254,BE_LiST31-0421,3000046,지자체,8읍면동_동,서울특별시,서울특별시 종로구 무악동주민센터,무악동주민센터,02-2148-5153,03030,,서울특별시 종로구 통일로14길 36 (무악동),서울특별시,종로구,무악동,126.958159340333,37.5759991084773,정좌표
255,BE_LiST31-0422,3000044,지자체,8읍면동_동,서울특별시,서울특별시 종로구 부암동주민센터,부암동주민센터,02-2148-5095,03022,,서울특별시 종로구 창의문로 145 (부암동),서울특별시,종로구,부암동,126.964065104835,37.5924113231638,정좌표
256,BE_LiST31-0423,3000042,지자체,8읍면동_동,서울특별시,서울특별시 종로구 사직동주민센터,사직동주민센터,02-2148-5033,03027,,서울특별시 종로구 사직로9길 1 (사직동),서울특별시,종로구,사직동,126.968853757044,37.5760690738207,정좌표
257,BE_LiST31-0454,6113329,지자체,박물관,서울특별시,서울특별시 상수도사업본부 뚝도아리수정수센터 수도박물관,수도박물관,02-3146-5921,04770,,서울특별시 성동구 왕십리로 27,서울특별시,성동구,성수1가1동,127.04452608976,37.5401104572351,인근좌표
258,BE_LiST31-0455,3120098,지자체,박물관,서울특별시,서울특별시 서대문구 서대문자연사박물관,서대문자연사박물관,02-330-1731,03718,,서울특별시 서대문구 연희로32길51 (연희동),서울특별시,서대문구,연희동,126.937858159933,37.5767525240584,정좌표
259,BE_LiST31-0456,6111345,지자체,박물관,서울특별시,서울특별시 서울시립대학교 박물관,박물관,02-6490-6586,02504,,서울특별시 동대문구 서울시립대로 163,서울특별시,동대문구,휘경2동,127.060864407368,37.5830180360578,정좌표
260,BE_LiST31-0457,6110569,지자체,박물관,서울특별시,서울특별시 서울역사박물관,서울역사박물관,02-724-0274,03177,,서울특별시 종로구 새문안로 55,서울특별시,종로구,사직동,126.97009648468,37.5697009741934,정좌표
261,BE_LiST31-0458,6113672,지자체,박물관,서울특별시,서울특별시 서울역사박물관 청계천박물관,청계천박물관,02-2286-3410,04704,,서울특별시 성동구 청계천로 530,서울특별시,성동구,마장동,127.035042121794,37.5712647279444,정좌표
262,BE_LiST31-0459,6113103,지자체,박물관,서울특별시,서울특별시 한성백제박물관,한성백제박물관,02-2152-5800,05540,,서울특별시 송파구 위례성대로 71,서울특별시,송파구,오륜동,127.120800650902,37.5154282005297,정좌표
263,BE_LiST31-0460,3220033,지자체,보건_보건소,서울특별시,서울특별시 강남구 보건소,보건소,02-3423-7199,06088,,서울특별시 강남구 선릉로 668,서울특별시,강남구,삼성2동,127.041904504756,37.5164701274901,정좌표
264,BE_LiST31-0461,3240033,지자체,보건_보건소,서울특별시,서울특별시 강동구 보건소,보건소,02-3425-8500,05397,,서울특별시 강동구 성내로 45 (성내동),서울특별시,강동구,성내1동,127.125584591191,37.5295407046918,정좌표
265,BE_LiST31-0462,3080033,지자체,보건_보건소,서울특별시,서울특별시 강북구 보건소,보건소,02-901-7600,01145,,서울특별시 강북구 한천로 897,서울특별시,강북구,번2동,127.038780011679,37.6321313485575,정좌표
266,BE_LiST31-0463,3150037,지자체,보건_보건소,서울특별시,서울특별시 강서구 보건소,보건소,02-2600-5800,07560,,서울특별시 강서구 공항대로 561 (염창동),서울특별시,강서구,염창동,126.868280199266,37.5496488279095,정좌표
267,BE_LiST31-0464,3200033,지자체,보건_보건소,서울특별시,서울특별시 관악구 보건소,보건소,02-879-7117,08832,,서울특별시 관악구 관악로 145,서울특별시,관악구,청룡동,126.951828236337,37.4779590473466,정좌표
268,BE_LiST31-0465,3040033,지자체,보건_보건소,서울특별시,서울특별시 광진구 보건소,보건소,02-450-1421,05026,,서울특별시 광진구 자양로 117 (자양동),서울특별시,광진구,자양1동,127.082410366704,37.5379238378949,정좌표
269,BE_LiST31-0466,3160034,지자체,보건_보건소,서울특별시,서울특별시 구로구 보건소,보건소,02-860-3228,08299,,서울특별시 구로구 구로중앙로28길 66 (구로동),서울특별시,구로구,구로5동,126.889339705021,37.5001053591757,정좌표
270,BE_LiST31-0467,3170035,지자체,보건_보건소,서울특별시,서울특별시 금천구 보건소,보건소,02-890-2421,08611,,서울특별시 금천구 시흥대로73길 70 (시흥동),서울특별시,금천구,시흥1동,126.896037224012,37.4570662932684,정좌표
271,BE_LiST31-0468,3100034,지자체,보건_보건소,서울특별시,서울특별시 노원구 보건소,보건소,02-2116-4501,01689,,서울특별시 노원구 노해로 437 (상계동),서울특별시,노원구,상계6.7동,127.056296522076,37.654517898455,정좌표
272,BE_LiST31-0469,3090033,지자체,보건_보건소,서울특별시,서울특별시 도봉구 보건소,보건소,02-2091-6361,01395,,서울특별시 도봉구 방학로3길 117 (쌍문동),서울특별시,도봉구,쌍문2동,127.038830140753,37.6579402473468,정좌표
273,BE_LiST31-0470,3050034,지자체,보건_보건소,서울특별시,서울특별시 동대문구 보건소,보건소,02-2127-5365,02565,,서울특별시 동대문구 천호대로 145 (용두동),서울특별시,동대문구,용신동,127.039896535824,37.5743911447528,정좌표
274,BE_LiST31-0471,3190033,지자체,보건_보건소,서울특별시,서울특별시 동작구 보건소,보건소,02-820-1423,06963,,서울특별시 동작구 장승배기로10길 42,서울특별시,동작구,상도2동,126.941089242548,37.5044470233581,정좌표
275,BE_LiST31-0472,3130033,지자체,보건_보건소,서울특별시,서울특별시 마포구 보건소,보건소,02-3153-9010,03937,,서울특별시 마포구 월드컵로 212 (성산동),서울특별시,마포구,성산2동,126.901820874966,37.5669186026682,정좌표
276,BE_LiST31-0473,3120033,지자체,보건_보건소,서울특별시,서울특별시 서대문구 보건소,보건소,02-390-4421,03718,,서울특별시 서대문구 연희로242 (연희동),서울특별시,서대문구,연희동,126.936274235329,37.578608498345,정좌표
277,BE_LiST31-0474,6111339,지자체,보건_보건소,서울특별시,서울특별시 서울시립대학교 대학보건소,대학보건소,02-6490-6591,02504,,서울특별시 동대문구 서울시립대로 163,서울특별시,동대문구,휘경2동,127.060864407368,37.5830180360578,정좌표
278,BE_LiST31-0475,3060034,지자체,보건_보건소,서울특별시,서울특별시 중랑구 보건소,보건소,02-2094-0710,02043,,서울특별시 중랑구 봉화산로 179 (신내동),서울특별시,중랑구,신내2동,127.093543478556,37.6065498090664,정좌표
279,BE_LiST31-0476,3210034,지자체,보건_보건소,서울특별시,서울특별시 서초구 보건소,보건소,02-2155-8114,06637,,서울특별시 서초구 사임당로 89 (서초동),서울특별시,서초구,서초1동,127.019468063787,37.4901931957256,정좌표
280,BE_LiST31-0477,3030033,지자체,보건_보건소,서울특별시,서울특별시 성동구 보건소,보건소,02-2286-7000,04706,,서울특별시 성동구 마장로 23길 10 (홍익동),서울특별시,성동구,왕십리도선동,127.033214614369,37.5670809382652,정좌표
281,BE_LiST31-0478,3070034,지자체,보건_보건소,서울특별시,서울특별시 성북구 보건소,보건소,02-2241-5900,02751,,서울특별시 성북구 화랑로 63 (월곡동),서울특별시,성북구,월곡2동,127.039532427291,37.6027089221303,정좌표
282,BE_LiST31-0479,3230034,지자체,보건_보건소,서울특별시,서울특별시 송파구 보건소,보건소,02-410-3420,05552,,서울특별시 송파구 올림픽로 326 (신천동),서울특별시,송파구,잠실6동,127.105526512451,37.5147562385542,정좌표
283,BE_LiST31-0480,3140033,지자체,보건_보건소,서울특별시,서울특별시 양천구 보건소,보건소,02-2620-3847,08095,,서울특별시 양천구 목동서로 339 (신정동),서울특별시,양천구,신정6동,126.865493878904,37.5443478565935,인근좌표
284,BE_LiST31-0481,3180034,지자체,보건_보건소,서울특별시,서울특별시 영등포구 보건소,보건소,02-2670-3000,07260,,서울특별시 영등포구 당산로 123,서울특별시,영등포구,당산1동,126.896368471318,37.5259652089339,정좌표
285,BE_LiST31-0482,3020033,지자체,보건_보건소,서울특별시,서울특별시 용산구 보건소,보건소,02-2199-8012,04390,,서울특별시 용산구 녹사평대로 150 (이태원동),서울특별시,용산구,이태원1동,126.990479059842,37.5324522981866,정좌표
286,BE_LiST31-0483,3110032,지자체,보건_보건소,서울특별시,서울특별시 은평구 보건소,보건소,02-351-8114,03384,,서울특별시 은평구 은평로 195 (녹번동),서울특별시,은평구,녹번동,126.929892506365,37.6026414081664,정좌표
287,BE_LiST31-0340,3230048,지자체,8읍면동_동,서울특별시,서울특별시 송파구 오륜동주민센터,오륜동주민센터,02-2147-4240,05649,,서울특별시 송파구 양재대로 1232 (오륜동),서울특별시,송파구,오륜동,127.134240571308,37.515503213216,정좌표
288,BE_LiST31-0341,3230250,지자체,8읍면동_동,서울특별시,서울특별시 송파구 위례동주민센터,위례동주민센터,02-2147-4950,05848,,서울특별시 송파구 위례광장로 163 (위례동),서울특별시,송파구,장지동,127.141270715756,37.478650034203,정좌표
289,BE_LiST31-0424,3000043,지자체,8읍면동_동,서울특별시,서울특별시 종로구 삼청동주민센터,삼청동주민센터,02-2148-5062,03049,,서울특별시 종로구 삼청로 107 (삼청동),서울특별시,종로구,삼청동,126.981855076952,37.5850028496575,정좌표
290,BE_LiST31-0425,3000059,지자체,8읍면동_동,서울특별시,서울특별시 종로구 숭인1동주민센터,숭인1동주민센터,02-2148-5483,03108,,서울특별시 종로구 지봉로 86 (숭인동),서울특별시,종로구,숭인1동,127.015625467685,37.5778183175573,정좌표
291,BE_LiST31-0426,3000060,지자체,8읍면동_동,서울특별시,서울특별시 종로구 숭인2동주민센터,숭인2동주민센터,02-2148-5513,03112,,서울특별시 종로구 종로65길 10 (숭인동),서울특별시,종로구,숭인2동,127.019964869837,37.5748807077221,정좌표
292,BE_LiST31-0427,3000053,지자체,8읍면동_동,서울특별시,서울특별시 종로구 이화동주민센터,이화동주민센터,02-2148-5304,03087,,서울특별시 종로구 이화장길 33 (이화동),서울특별시,종로구,이화동,127.004341324551,37.5769703597257,정좌표
293,BE_LiST31-0428,3000090,지자체,8읍면동_동,서울특별시,서울특별시 종로구 종로1.2.3.4가동주민센터,종로1.2.3.4가동주민센터,02-2148-5243,03140,,서울특별시 종로구 종로17길 8 (종로2가),서울특별시,종로구,종로1.2.3.4가동,126.988971464052,37.5707125757051,정좌표
294,BE_LiST31-0429,3000091,지자체,8읍면동_동,서울특별시,서울특별시 종로구 종로5.6가동주민센터,종로5.6가동주민센터,02-2148-5273,03126,,서울특별시 종로구 종로35가길 19 (효제동),서울특별시,종로구,종로5.6가동,127.005032090243,37.5720620911227,정좌표
295,BE_LiST31-0430,3000056,지자체,8읍면동_동,서울특별시,서울특별시 종로구 창신1동주민센터,창신1동주민센터,02-2148-5392,03118,,서울특별시 종로구 지봉로 8-6 (창신동),서울특별시,종로구,창신1동,127.016343799125,37.5707197302154,정좌표
296,BE_LiST31-0431,3000057,지자체,8읍면동_동,서울특별시,서울특별시 종로구 창신2동주민센터,창신2동주민센터,02-2148-5423,03102,,서울특별시 종로구 창신길 62 (창신동),서울특별시,종로구,창신2동,127.010869005109,37.5744479489115,정좌표
297,BE_LiST31-0432,3000058,지자체,8읍면동_동,서울특별시,서울특별시 종로구 창신3동주민센터,창신3동주민센터,02-2148-5453,03095,,서울특별시 종로구 지봉로 87 (창신동),서울특별시,종로구,창신3동,127.014949722543,37.5778910756758,정좌표
298,BE_LiST31-0433,3000136,지자체,8읍면동_동,서울특별시,서울특별시 종로구 청운효자동주민센터,청운효자동주민센터,02-2148-5002,03047,,서울특별시 종로구 자하문로 92 (궁정동),서울특별시,종로구,청운효자동,126.970618852575,37.5840887831134,정좌표
299,BE_LiST31-0434,3000045,지자체,8읍면동_동,서울특별시,서울특별시 종로구 평창동주민센터,평창동주민센터,02-2148-5122,03009,,서울특별시 종로구 평창문화로 65 (평창동),서울특별시,종로구,평창동,126.968367138639,37.6063733594161,정좌표
300,BE_LiST31-0435,3000054,지자체,8읍면동_동,서울특별시,서울특별시 종로구 혜화동주민센터,혜화동주민센터,02-2148-5334,03076,,서울특별시 종로구 혜화로 12 (혜화동),서울특별시,종로구,혜화동,127.000533574495,37.5869942148184,정좌표
301,BE_LiST31-0436,3010047,지자체,8읍면동_동,서울특별시,서울특별시 중구 광희동주민센터,광희동주민센터,02-3396-6650,04560,,서울특별시 중구 퇴계로 303-9 (광희동1가),서울특별시,중구,광희동,127.00503499185,37.564456983663,정좌표
302,BE_LiST31-0437,3010142,지자체,8읍면동_동,서울특별시,서울특별시 중구 다산동주민센터,다산동주민센터,02-3396-6740,04604,,서울특별시 중구 동호로15길 50 (신당2동),서울특별시,중구,다산동,127.008294640948,37.5543338539171,정좌표
303,BE_LiST31-0438,3010145,지자체,8읍면동_동,서울특별시,서울특별시 중구 동화동주민센터,동화동주민센터,02-3396-6860,04587,,서울특별시 중구 다산로36길 100 (신당6동),서울특별시,중구,동화동,127.019420764482,37.5599803809644,정좌표
304,BE_LiST31-0439,3010043,지자체,8읍면동_동,서울특별시,서울특별시 중구 명동주민센터,명동주민센터,02-3396-6560,04629,,서울특별시 중구 퇴계로20길 3 (남산동 2가),서울특별시,중구,명동,126.985818828429,37.5600483869578,정좌표
305,BE_LiST31-0440,3010087,지자체,8읍면동_동,서울특별시,서울특별시 중구 소공동주민센터,소공동주민센터,02-3396-6500,04526,,서울특별시 중구 남대문로1길 31-5 (북창동),서울특별시,중구,소공동,126.977037292354,37.5624164139686,정좌표
306,BE_LiST31-0441,3010053,지자체,8읍면동_동,서울특별시,서울특별시 중구 신당5동주민센터,신당5동주민센터,02-3396-6830,04578,,서울특별시 중구 다산로44길 85 (신당5동),서울특별시,중구,신당5동,127.021865369375,37.5651257420454,정좌표
307,BE_LiST31-0442,3010141,지자체,8읍면동_동,서울특별시,서울특별시 중구 신당동주민센터,신당동주민센터,02-3396-6710,04610,,서울특별시 중구 다산로 211 (신당동),서울특별시,중구,신당동,127.014540396641,37.5621123853032,정좌표
308,BE_LiST31-0443,3010143,지자체,8읍면동_동,서울특별시,서울특별시 중구 약수동주민센터,약수동주민센터,02-3396-6770,04597,,서울특별시 중구 다산로 92 (신당3동),서울특별시,중구,약수동,127.008993940575,37.5524720513885,정좌표
309,BE_LiST31-0444,3010095,지자체,8읍면동_동,서울특별시,서울특별시 중구 을지로동주민센터,을지로동주민센터,02-3396-6680,04543,,서울특별시 중구 충무로9길 19 (을지로3가),서울특별시,중구,을지로동,126.991349241406,37.5666949955716,정좌표
310,BE_LiST31-0445,3010046,지자체,8읍면동_동,서울특별시,서울특별시 중구 장충동주민센터,장충동주민센터,02-3396-6620,04606,,서울특별시 중구 장충단로8길 22 (장충동1가),서울특별시,중구,장충동,127.007839393597,37.561905453265,정좌표
311,BE_LiST31-0446,3010056,지자체,8읍면동_동,서울특별시,서울특별시 중구 중림동주민센터,중림동주민센터,02-3396-6920,04506,,서울특별시 중구 서소문로6길 16 (중림동),서울특별시,중구,중림동,126.966259483713,37.5594297890231,정좌표
312,BE_LiST31-0447,3010144,지자체,8읍면동_동,서울특별시,서울특별시 중구 청구동주민센터,청구동주민센터,02-3396-6800,04591,,서울특별시 중구 청구로3길 55 (신당4동),서울특별시,중구,청구동,127.014687038009,37.5570710212261,정좌표
313,BE_LiST31-0448,3010045,지자체,8읍면동_동,서울특별시,서울특별시 중구 필동주민센터,필동주민센터,02-3396-6590,04626,,서울특별시 중구 퇴계로36길 42 (필동2가),서울특별시,중구,필동,126.995596449906,37.5601559122756,정좌표
314,BE_LiST31-0449,3010055,지자체,8읍면동_동,서울특별시,서울특별시 중구 황학동주민센터,황학동주민센터,02-3396-6890,04575,,서울특별시 중구 황학동 난계로11길 52 (황학동),서울특별시,중구,황학동,127.021595735724,37.5673397134092,정좌표
315,BE_LiST31-0450,3010042,지자체,8읍면동_동,서울특별시,서울특별시 중구 회현동주민센터,회현동주민센터,02-3396-6530,04635,,서울특별시 중구 퇴계로8길 46 (회현동1가),서울특별시,중구,회현동,126.979357339446,37.5572900668098,정좌표
316,BE_LiST31-0451,6110179,지자체,기술센터,서울특별시,서울특별시 농업기술센터,농업기술센터,02-459-8992,06795,,서울특별시 서초구 헌인릉1길 83-9,서울특별시,서초구,내곡동,127.089731685401,37.465694291559,정좌표
317,BE_LiST31-0452,6113159,지자체,도서관,서울특별시,서울특별시 서울도서관,서울도서관,02-2133-0300,04524,,서울특별시 중구 세종대로 110,서울특별시,중구,명동,126.977830240086,37.5663193316229,정좌표
318,BE_LiST31-0517,6111664,지자체,소방_소방서,서울특별시,서울특별시 은평소방서,은평소방서,02-355-0119,03311,,서울특별시 은평구 통일로 962,서울특별시,은평구,진관동,126.920196978205,37.6287430441443,정좌표
319,BE_LiST31-0518,6110571,지자체,소방_소방서,서울특별시,서울특별시 종로소방서,종로소방서,02-730-0119,03153,,서울특별시 종로구 종로1길 28,서울특별시,종로구,종로1.2.3.4가동,126.978907888729,37.5728498408425,정좌표
320,BE_LiST31-0519,6110590,지자체,소방_소방서,서울특별시,서울특별시 중랑소방서,중랑소방서,02-3423-0119,02024,,서울특별시 중랑구 신내로 183,서울특별시,중랑구,신내2동,127.094884861454,37.6153830846235,정좌표
321,BE_LiST31-0520,6110572,지자체,소방_소방서,서울특별시,서울특별시 중부소방서,중부소방서,02-2234-0119,04611,,서울특별시 중구 퇴계로 394,서울특별시,중구,신당동,127.015378843602,37.5648660247626,정좌표
322,BE_LiST31-0202,3050046,지자체,8읍면동_동,서울특별시,서울특별시 동대문구 전농2동주민센터,전농2동주민센터,02-2171-6143,02507,,서울특별시 동대문구 사가정로 137 (전농동),서울특별시,동대문구,전농2동,127.060008544377,37.5780923200295,정좌표
323,BE_LiST31-0203,3050131,지자체,8읍면동_동,서울특별시,서울특별시 동대문구 제기동주민센터,제기동주민센터,02-2171-6063,02478,,서울특별시 동대문구 약령시로 71 (제기동),서울특별시,동대문구,제기동,127.037822488473,37.583128362408,정좌표
324,BE_LiST31-0204,3050119,지자체,8읍면동_동,서울특별시,서울특별시 동대문구 청량리동주민센터,청량리동주민센터,02-2171-6363,02487,,서울특별시 동대문구 왕산로43다길 5 (청량리동),서울특별시,동대문구,청량리동,127.047286789821,37.5862780199561,정좌표
325,BE_LiST31-0205,3050060,지자체,8읍면동_동,서울특별시,서울특별시 동대문구 회기동주민센터,회기동주민센터,02-2171-6403,02452,,서울특별시 동대문구 회기로25길 12-1 (회기동),서울특별시,동대문구,회기동,127.055375275665,37.5908019753908,정좌표
326,BE_LiST31-0206,3050061,지자체,8읍면동_동,서울특별시,서울특별시 동대문구 휘경1동주민센터,휘경1동주민센터,02-2171-6423,02433,,서울특별시 동대문구 외대역동로6길 3 (휘경동),서울특별시,동대문구,휘경1동,127.065730883053,37.5929125445309,정좌표
